id	context	predictions	aggregatedPredictions	category
244	"He was a homosexual and he was trying to pick up men.	[[0.036,0.269,0.5,0.175,0.02]]	[0.036,0.269,0.5,0.175,0.02]	neutral
245	Alsop was an influential columnist on politics and foreign affairs from the 1940s through the 1970s; his reputation was muddied in the 1960s, however, because of his support for the Vietnam War and ongoing whispers that he was a closeted homosexual who had been caught on camera by the K.G.B. while having sex with another man.	[[0.129,0.301,0.265,0.194,0.111]]	[0.129,0.301,0.265,0.194,0.111]	negative
246	National Football League hopeful Michael Sam on Monday drew public support from athletes, fans and politicians after he disclosed he is gay and became potentially the league's first openly homosexual player.	[[0.132,0.653,0.178,0.026,0.011]]	[0.132,0.653,0.178,0.026,0.011]	negative
247	A Botswana judge overturned a government ban on a gay rights lobbying group on Friday, a rare victory for African gay rights campaigners on a continent where homosexuality remains highly contentious.	[[0.173,0.581,0.204,0.027,0.014]]	[0.173,0.581,0.204,0.027,0.014]	negative
248	A St. Petersburg court has ruled against a homosexual music teacher who lost her job after being outed by an anti-gay activist.	[[0.137,0.572,0.207,0.059,0.024]]	[0.137,0.572,0.207,0.059,0.024]	negative
249	7:17 p.m. | Updated Initial casting has been announced for the New York production of Tony Kushner's new play, "The Intelligent Homosexual's Guide to Capitalism and Socialism With a Key to the Scriptures," which will run at the Public Theater from March 22 through June 12, 2011, with opening night set for May 5.	[[0.187,0.58,0.169,0.041,0.023]]	[0.187,0.58,0.169,0.041,0.023]	negative
250	Ireland, the last country in Western Europe to decriminalise homosexuality, now looks set only two decades later to become the first in the world to approve same-sex marriage in a national referendum.	[[0.05,0.229,0.352,0.304,0.064]]	[0.05,0.229,0.352,0.304,0.064]	neutral
251	Paul Thek (above left) was a practicing Catholic and renegade homosexual, a lover of the photographer Peter Hujar and companion to Susan Sontag (who dedicated ''Against Interpretation'' to Thek), a sculptor and creator of immersive environments so devoted to the ephemeral in art that his major works were lost and his reputation eclipsed within his lifetime.	[[0.039,0.111,0.161,0.509,0.18]]	[0.039,0.111,0.161,0.509,0.18]	positive
252	A Moroccan judge has acquitted two teenage girls put on trial for homosexuality, charges that angered LGBT rights groups who have long argued that same-sex relationships should not be a crime.	[[0.18,0.547,0.184,0.059,0.03]]	[0.18,0.547,0.184,0.059,0.03]	negative
253	Never abandoning his private psychiatric practice, he was a leader in the study of the problems of homosexual practitioners in the medical world; he was proud of being one of the very first doctors to treat AIDS patients, writing articles seeking more humane attitudes and treatment for them, and from the 1980's forward, he dedicated much of his professional efforts to helping HIV/AIDS patients and the health care providers who ministered to them, continuing to receive patients at his home office until shortly before his death.	[[0.506,0.411,0.073,0.003,0.007]]	[0.506,0.411,0.073,0.003,0.007]	very negative
254	Brig. Gen. Tammy S. Smith acknowledged her homosexuality by having her wife pin her star to her uniform.	[[0.071,0.434,0.317,0.145,0.034]]	[0.071,0.434,0.317,0.145,0.034]	negative
255	The U.S. State Department on Monday condemned the decision by Gambia's president to approve a law imposing life imprisonment for some homosexual acts.	[[0.106,0.678,0.19,0.018,0.007]]	[0.106,0.678,0.19,0.018,0.007]	negative
256	Ruling in a high-profile lawsuit, a State Superior Court judge said that those selling the idea that homosexuality was a curable mental disorder were engaged in consumer fraud.	[[0.119,0.543,0.204,0.097,0.037]]	[0.119,0.543,0.204,0.097,0.037]	negative
257	Pope Francis said on Monday government officials have a "human right" to refuse to discharge a duty, such as issuing marriage licenses to homosexuals, if they feel it violates their conscience.	[[0.206,0.576,0.172,0.029,0.017]]	[0.206,0.576,0.172,0.029,0.017]	negative
258	India's top court on Tuesday agreed to re-examine a colonial-era law that makes homosexual acts punishable by up to a decade in prison.	[[0.064,0.418,0.366,0.129,0.023]]	[0.064,0.418,0.366,0.129,0.023]	negative
259	The city of Copenhagen will perform wedding ceremonies for both homosexual and heterosexual couples from all around the world in the days leading up to Denmark's hosting of the Eurovision Song Contest in May, the municipality said on Thursday.	[[0.057,0.372,0.234,0.29,0.047]]	[0.057,0.372,0.234,0.29,0.047]	negative
260	A compromise version of a massive U.S. defense policy bill omits controversial provisions such as a clause Democrats said allowed discrimination against homosexuals and a requirement that women register for the draft.	[[0.237,0.602,0.141,0.012,0.009]]	[0.237,0.602,0.141,0.012,0.009]	negative
261	A U.S.-funded health project in Uganda has suspended operations after police arrested a staff member on suspicion of promoting homosexuality, highlighting the mounting legal risks confronting the gay community in the east African state.	[[0.17,0.596,0.173,0.041,0.02]]	[0.17,0.596,0.173,0.041,0.02]	negative
262	You can't read Lady Gaga's poker face, and you can't hear her single "Born This Way" as the provocative pop singer intended on radio stations in Malaysia, where broadcasters are playing the song but obscuring lyrics that they feel encourage acceptance of homosexuality, The Associated Press reported.	[[0.136,0.571,0.206,0.062,0.025]]	[0.136,0.571,0.206,0.062,0.025]	negative
263	Internet campaign aimed at homosexual youths who may be feeling alone, or suicidal.	[[0.026,0.187,0.617,0.148,0.021]]	[0.026,0.187,0.617,0.148,0.021]	neutral
264	African literary light Binyavanga Wainaina says he's known he was gay since he was 5 though he did not have a homosexual encounter until he was 39.	[[0.022,0.207,0.62,0.137,0.013]]	[0.022,0.207,0.62,0.137,0.013]	neutral
265	In the West, the book, which is filled with scenes of pederasty and homosexual passion, raises a few eyebrows nearly four decades after it was first published.	[[0.135,0.785,0.052,0.022,0.007]]	[0.135,0.785,0.052,0.022,0.007]	negative
266	Readers also responded to Ginia Bellafante's Big City column, which examined the word ''gay'' and its changing currency as an insult in light of a court ruling that a false accusation of homosexuality could no longer be considered slander.	[[0.358,0.457,0.166,0.01,0.009]]	[0.358,0.457,0.166,0.01,0.009]	negative
267	Ireland decriminalized homosexuality only in 1993.	[[0.046,0.317,0.45,0.163,0.025]]	[0.046,0.317,0.45,0.163,0.025]	neutral
268	A move by the International Olympic Committee to toughen its stance against discrimination was hailed as a victory for the rights of homosexuals, lesbians and bisexuals, rights groups said on Monday.	[[0.155,0.665,0.157,0.014,0.008]]	[0.155,0.665,0.157,0.014,0.008]	negative
269	Gambia's foreign minister said the West African country would sever all dialogue with the European Union and rejected what he said were attempts by the bloc to use its aid budget to force Gambia to revoke a tough new law against homosexuality.	[[0.248,0.603,0.12,0.015,0.013]]	[0.248,0.603,0.12,0.015,0.013]	negative
270	Germany's main national history museum on Wednesday launched an exhibition tracing 150 years of gay history in the country, including the first uses of the term "homosexual," the brutal Nazi-era repression of gays and gradual moves toward legal equality starting in the 1960s.	[[0.121,0.64,0.196,0.031,0.012]]	[0.121,0.64,0.196,0.031,0.012]	negative
271	“Personal Enemy,” the play John Osborne wrote in 1953 with Anthony Creighton, deals with anti-Communist paranoia and homosexual persecution.	[[0.114,0.677,0.17,0.03,0.009]]	[0.114,0.677,0.17,0.03,0.009]	negative
272	Uganda's government said Monday it "will continue to suppress" the public activities of homosexuals and that a rehabilitation program had been developed to allow them to "lead normal lives again."	[[0.025,0.105,0.347,0.447,0.077]]	[0.025,0.105,0.347,0.447,0.077]	positive
273	Russia's pride in composer Pyotr Tchaikovsky, even though he was gay, is proof that the country does not discriminate against homosexuals, President Vladimir Putin said on Wednesday.	[[0.085,0.604,0.259,0.042,0.01]]	[0.085,0.604,0.259,0.042,0.01]	negative
274	In a dramatic shift in tone, a Vatican document said on Monday that homosexuals had "gifts and qualities to offer" and asked if Catholicism could accept gays and recognize positive aspects of same-sex couples.	[[0.073,0.452,0.184,0.25,0.04]]	[0.073,0.452,0.184,0.25,0.04]	negative
275	Egyptian prosecutors swiftly referred 26 men to trial Wednesday on charges connected to their suspected homosexuality after they were arrested in a much publicized raid on a Cairo bathhouse, an official said.	[[0.109,0.625,0.187,0.06,0.02]]	[0.109,0.625,0.187,0.06,0.02]	negative
276	The military found dishonor in Hal Faulkner’s homosexuality.	[[0.011,0.05,0.399,0.497,0.043]]	[0.011,0.05,0.399,0.497,0.043]	positive
277	What those watching may not realize is that Dadu is a transvestite homosexual Israeli Arab.	[[0.093,0.542,0.297,0.055,0.013]]	[0.093,0.542,0.297,0.055,0.013]	negative
278	7:17 p.m. | Updated Initial casting has been announced for the New York production of Tony Kushner's new play, ''The Intelligent Homosexual's Guide to Capitalism and Socialism With a Key to the Scriptures,'' which will run at the Public Theater from March 22 through June 12, 2011, with opening night set for May 5.	[[0.244,0.574,0.138,0.026,0.019]]	[0.244,0.574,0.138,0.026,0.019]	negative
279	A well-known Senegalese journalist was sentenced Friday to six months in prison for acts of homosexuality, which is illegal in this West African country.	[[0.09,0.559,0.278,0.06,0.014]]	[0.09,0.559,0.278,0.06,0.014]	negative
280	Roman Catholic bishops debating family issues at a three-week gathering remain deeply divided on key issues such as how to minister to homosexuals and divorced couples.	[[0.152,0.654,0.167,0.018,0.009]]	[0.152,0.654,0.167,0.018,0.009]	negative
281	It's now quite certain that Pope Francis' big summit on family issues won't endorse any changes to church doctrine on the church's teaching about homosexuality or whether civilly remarried Catholics can receive Communion.	[[0.092,0.482,0.362,0.05,0.013]]	[0.092,0.482,0.362,0.05,0.013]	negative
282	Updated | 4:55 p.m. Before he was beaten to death with a hammer on Wednesday, David Kato was the most outspoken gay rights advocate in Uganda, where homophobia is so widespread that Parliament is considering a bill that would provide for the execution of homosexuals, as my colleague Jeffrey Gettleman reports.	[[0.474,0.397,0.108,0.007,0.014]]	[0.474,0.397,0.108,0.007,0.014]	very negative
283	Adoption agencies in Michigan would be able to refuse service on religious grounds to homosexual couples who want to adopt children under three bills that the state's Republican-controlled Senate passed on Wednesday.	[[0.136,0.669,0.151,0.029,0.015]]	[0.136,0.669,0.151,0.029,0.015]	negative
284	Viki Knox, a teacher at Union High School in Union Township, N.J., wrote that homosexuality was “against the nature and character of God.”	[[0.208,0.651,0.098,0.021,0.021]]	[0.208,0.651,0.098,0.021,0.021]	negative
285	Texas Governor Rick Perry has said he "stepped right in it" when he compared homosexuality to alcoholism as something that can be fought against despite genetic disposition.	[[0.034,0.156,0.369,0.367,0.074]]	[0.034,0.156,0.369,0.367,0.074]	neutral
286	In a society where merely playing soccer can lead women to be accused of homosexuality, a group of women in South Africa has come together despite threats of violence and even death.	[[0.097,0.54,0.232,0.113,0.018]]	[0.097,0.54,0.232,0.113,0.018]	negative
287	Human Rights Watch is urging an end to "forced anal examinations" with a report documenting them in eight countries, mostly in Africa, saying the practice is based on flawed ideas about supposedly proving homosexual conduct.	[[0.175,0.629,0.178,0.011,0.007]]	[0.175,0.629,0.178,0.011,0.007]	negative
288	Sweden's Finance Minister Anders Borg warned Uganda on Tuesday that a new bill imposing harsh penalties for homosexuality could represent a financial risk for the east African economy.	[[0.269,0.587,0.127,0.008,0.009]]	[0.269,0.587,0.127,0.008,0.009]	negative
289	At first homosexuality was considered a negligible, somehow suspicious issue in real existing socialism.	[[0.105,0.717,0.152,0.021,0.006]]	[0.105,0.717,0.152,0.021,0.006]	negative
290	Barely a generation ago, Ireland outlawed homosexual acts and gays often faced a stark choice between leading secret lives or emigrating to more liberal lands.	[[0.065,0.435,0.245,0.219,0.035]]	[0.065,0.435,0.245,0.219,0.035]	negative
291	Lawyers have filed an application to the European Union's human rights court to halt the deportation of a homosexual Syrian refugee who was denied asylum in Greece, a German advocacy group said on Friday.	[[0.153,0.652,0.168,0.016,0.011]]	[0.153,0.652,0.168,0.016,0.011]	negative
292	Uganda's Police raided a night club where a Gay Pride event was underway and arrested at least 15 people, accusing them of staging an illegal gathering and promoting homosexuality.	[[0.137,0.624,0.223,0.011,0.005]]	[0.137,0.624,0.223,0.011,0.005]	negative
293	Dressed in rainbow wigs and masks, gays and lesbians in Kenya on Monday joined a global effort to protest against an anti-homosexuality bill passed by Uganda's parliament that is now in the hands of the country's president.	[[0.282,0.576,0.118,0.012,0.012]]	[0.282,0.576,0.118,0.012,0.012]	negative
294	A senior Cabinet minister in Ireland says he's gay, becoming the first openly homosexual government figure in the history of the traditionally conservative Catholic country.	[[0.116,0.482,0.184,0.159,0.059]]	[0.116,0.482,0.184,0.159,0.059]	negative
295	The possible repeal of the “don’t ask, don’t tell” policy presents the Pentagon with a new challenge: how to transition to a force where homosexuals serve openly.	[[0.042,0.247,0.377,0.291,0.042]]	[0.042,0.247,0.377,0.291,0.042]	neutral
296	By night, he ran a website for gay people to share experiences and on which he spoke under a pseudonym about the pressure he faced as a homosexual.	[[0.04,0.474,0.443,0.038,0.005]]	[0.04,0.474,0.443,0.038,0.005]	negative
297	In 1968, paragraph 175, which made homosexual behavior punishable by law, was abolished in the German Democratic Republic.	[[0.238,0.616,0.132,0.008,0.006]]	[0.238,0.616,0.132,0.008,0.006]	negative
298	Cyprus's first Gay Pride march on Saturday will highlight the lack of legal rights for lesbian, gay, bisexual and transgender (LGBT) citizens 16 years after homosexuality was decriminalized.	[[0.192,0.631,0.15,0.017,0.01]]	[0.192,0.631,0.15,0.017,0.01]	negative
299	Whale is homosexual and develops a friendship with his gardener, an ex-Marine.	[[0.025,0.117,0.521,0.281,0.056]]	[0.025,0.117,0.521,0.281,0.056]	neutral
300	Olympic officials and sponsors have put themselves and athletes in an awkward position by only tepidly opposing a Russian law banning “homosexual propaganda.”	[[0.178,0.555,0.231,0.023,0.013]]	[0.178,0.555,0.231,0.023,0.013]	negative
301	The Kenyan author Binyavanga Wainaina’s decision to come out as gay had added to the fierce debate over homosexuality in sub-Saharan Africa.	[[0.078,0.542,0.297,0.069,0.014]]	[0.078,0.542,0.297,0.069,0.014]	negative
302	Texas Gov. Rick Perry, during a visit that focused primarily on economic issues, drew on a reference to alcoholism to explain his view of homosexuality.	[[0.344,0.543,0.084,0.011,0.018]]	[0.344,0.543,0.084,0.011,0.018]	negative
303	Tony Kushner's latest play, "The Intelligent Homosexual's Guide to Capitalism and Socialism With A Key to the Scriptures," his first epic-sized work about American life since his Pulitzer Prize-winning "Angels in America" in the early 1990s, will have its New York premiere next spring in a co-production by the Public Theater and the Signature Theater Company, the two theaters announced on Monday.	[[0.016,0.062,0.12,0.678,0.124]]	[0.016,0.062,0.12,0.678,0.124]	positive
304	California's ban on a controversial therapy aimed at reversing homosexuality in children was upheld by a federal appeals court on Thursday that dismissed arguments by opponents of the measure who contended it violated free speech and parental rights.	[[0.133,0.606,0.193,0.049,0.02]]	[0.133,0.606,0.193,0.049,0.02]	negative
305	Ugandan police broke up a gay pride event in the capital and arrested about 20 people, a gay rights leader said Friday, in the latest incident highlighting the risks homosexuals face in Africa.	[[0.244,0.632,0.108,0.008,0.009]]	[0.244,0.632,0.108,0.008,0.009]	negative
306	Kelvin Cochran wrote and gave workers copies of his book, in which he wrote that homosexuality was among &#8220;vile, vulgar and inappropriate&#8221; activities.	[[0.273,0.567,0.128,0.017,0.015]]	[0.273,0.567,0.128,0.017,0.015]	negative
307	Homosexuality in Kenya is as bad a problem as terrorism, the ruling party's parliamentary leader said on Wednesday, but argued against stepping up legal sanctions on the grounds that existing laws were tough enough.	[[0.444,0.43,0.107,0.008,0.01]]	[0.444,0.43,0.107,0.008,0.01]	very negative
308	An ideological tug of war over the firing of a Rhode Island church music director for marrying his same-sex partner illustrates the confusion that permeates some U.S. Roman Catholic parishes over Pope Francis' words on homosexuality.	[[0.077,0.381,0.26,0.227,0.056]]	[0.077,0.381,0.26,0.227,0.056]	negative
309	President Barack Obama's National Security Council (NSC) has voiced concern over Gambia's moves to block access to top United Nations human rights investigators and enact tough new legislation against homosexuality.	[[0.249,0.597,0.104,0.027,0.023]]	[0.249,0.597,0.104,0.027,0.023]	negative
310	A Tanzanian official has ordered the arrest of three men accused of promoting homosexuality in this East African country.	[[0.085,0.402,0.299,0.169,0.044]]	[0.085,0.402,0.299,0.169,0.044]	negative
311	While homosexuality is largely taboo in Palestinian society, there are no laws specifically banning homosexual acts.	[[0.062,0.539,0.357,0.035,0.006]]	[0.062,0.539,0.357,0.035,0.006]	negative
312	Over the past two years, as Nigeria progressed toward the Women's World Cup, which begins Sunday in Germany, Uche said that she has used religion in an attempt to rid her team of homosexual behavior, which she termed a ''dirty issue,'' and ''spiritually, morally very wrong.''	[[0.261,0.621,0.106,0.006,0.006]]	[0.261,0.621,0.106,0.006,0.006]	negative
313	Uganda's president signed a law imposing harsh penalties for homosexuality on Monday, defying protests from rights groups, criticism from Western donors and a U.S. warning that it will complicate relations.	[[0.242,0.617,0.129,0.006,0.005]]	[0.242,0.617,0.129,0.006,0.005]	negative
314	Uganda's constitutional court on Friday overturned an anti-homosexuality law that punished gay sex with long prison sentences and was condemned by Western and other donors, some of whom withheld aid in protest.	[[0.147,0.66,0.17,0.015,0.008]]	[0.147,0.66,0.17,0.015,0.008]	negative
315	A prominent Southern Baptist theologian on Monday spoke out against psychological counseling aimed at turning gay people straight, saying homosexuality cannot be turned off like a switch.	[[0.303,0.57,0.097,0.014,0.016]]	[0.303,0.57,0.097,0.014,0.016]	negative
316	Mr. Cook, Apple&#8217;s chief executive, is by far the most prominent executive of a public company to openly declare his homosexuality.	[[0.095,0.259,0.184,0.317,0.144]]	[0.095,0.259,0.184,0.317,0.144]	positive
317	A proposed ban against New York health professionals trying to change a child's sexual orientation through therapy comes too late for Matthew Shurka, a 26-year-old Long Island man who says he remains emotionally scarred from five years of attempts to "cure" his homosexuality.	[[0.336,0.504,0.133,0.011,0.015]]	[0.336,0.504,0.133,0.011,0.015]	negative
318	Egyptian security forces raided a bath house and arrested 25 men suspected of homosexuality, dragging them naked out of the building in downtown Cairo, an official said Monday.	[[0.245,0.641,0.098,0.008,0.008]]	[0.245,0.641,0.098,0.008,0.008]	negative
319	The effort to introduce harsher punishments included life imprisonment for what the law called &#8220;aggravated homosexuality,&#8221; news reports said.	[[0.095,0.525,0.194,0.148,0.038]]	[0.095,0.525,0.194,0.148,0.038]	negative
320	U.N. Secretary-General Ban Ki-moon called on Uganda on Tuesday to repeal a law imposing harsh penalties for homosexuality, warning it could fuel prejudice and encourage harassment and violence against lesbian, gay, bisexual and transgender people.	[[0.511,0.361,0.11,0.006,0.013]]	[0.511,0.361,0.11,0.006,0.013]	very negative
321	There have been only a few prosecutions, but the anti-homosexual law has begun to bite in other ways.	[[0.163,0.582,0.222,0.022,0.012]]	[0.163,0.582,0.222,0.022,0.012]	negative
322	Carlo Tavecchio, who oversees Italy’s most popular sport, said he had “nothing against” Jews or homosexuals but preferred to avoid both groups.	[[0.299,0.469,0.131,0.05,0.05]]	[0.299,0.469,0.131,0.05,0.05]	negative
323	Mr. Smith was co-author of a controversial 1990 biography of Pollock that asserted the artist had homosexual relationships.	[[0.102,0.564,0.276,0.043,0.015]]	[0.102,0.564,0.276,0.043,0.015]	negative
324	The Kentucky Department of Corrections has dropped a policy allowing state prisons to ban inmates' mail it claimed promoted homosexuality, a spokeswoman with the department said on Wednesday.	[[0.14,0.657,0.139,0.044,0.02]]	[0.14,0.657,0.139,0.044,0.02]	negative
325	Morocco expelled two French women activists who bared their breasts and kissed each other outside an ancient mosque on Tuesday in a protest about gay rights in a country where homosexuality is illegal.	[[0.104,0.508,0.3,0.065,0.023]]	[0.104,0.508,0.3,0.065,0.023]	negative
326	The measure, which sought to impose the death penalty for the “offense of homosexuality,” drew widespread criticism and threatened the country’s international standing.	[[0.178,0.639,0.155,0.016,0.012]]	[0.178,0.639,0.155,0.016,0.012]	negative
327	Chen Qiuyan, who pressed for the removal of materials that call homosexuality an affliction, had a meeting with two education officials that lasted an hour and ended without an agreement.	[[0.253,0.611,0.114,0.011,0.012]]	[0.253,0.611,0.114,0.011,0.012]	negative
328	The Polish monsignor who came out as gay and was fired by the Vatican just before a meeting of bishops about outreach to gays, divorcees and more traditional Catholic families says that a "special kind of homophobia" exists among priests, because those who are homosexual are forced to hate themselves.	[[0.248,0.604,0.114,0.017,0.017]]	[0.248,0.604,0.114,0.017,0.017]	negative
329	MOSCOW - "Propaganda of homosexuality": the wording sounds almost quaint in English, like a panicky phrase out of the 1970s backlash to the early gay liberation movement in the United States.	[[0.102,0.553,0.28,0.049,0.016]]	[0.102,0.553,0.28,0.049,0.016]	negative
330	Lesbian, gay, bisexual and transgender Ugandans use it to refer to themselves; it is not derogatory slang for ''homosexual.''	[[0.249,0.721,0.026,0.002,0.002]]	[0.249,0.721,0.026,0.002,0.002]	negative
331	The United States on Thursday cut aid to Uganda, imposed visa restrictions and canceled a regional military exercise in response to a Ugandan law that imposes harsh penalties on homosexuality.	[[0.306,0.589,0.091,0.007,0.007]]	[0.306,0.589,0.091,0.007,0.007]	negative
332	A pair of gay rights advocacy groups said Thursday a judge should halt Utah state laws that discriminate against LGBT students by restricting talk about homosexuality in schools.	[[0.16,0.627,0.176,0.025,0.011]]	[0.16,0.627,0.176,0.025,0.011]	negative
333	Prime Minister Raila Odinga’s remarks that homosexuals who were discovered having sex should be arrested caused panic in the gay community.	[[0.125,0.659,0.184,0.023,0.011]]	[0.125,0.659,0.184,0.023,0.011]	negative
334	It may be one of the saddest but most loving letters written by a woman to a man - Chilean actress Felicia Montealegre telling her future husband, conductor and composer Leonard Bernstein, she knows he is homosexual but wants to marry him anyway.	[[0.157,0.563,0.236,0.034,0.01]]	[0.157,0.563,0.236,0.034,0.01]	negative
335	The world's largest Baptist university, Baylor, has dropped language in its sexual misconduct policy that punished those who engaged in homosexual acts, a change the socially conservative school said better reflects its values as "a caring community."	[[0.085,0.216,0.152,0.37,0.177]]	[0.085,0.216,0.152,0.37,0.177]	positive
