id	context	predictions	aggregatedPredictions	category
691	Chicago Public Schools will allow transgender students and employees to use bathrooms and locker rooms corresponding to their gender identities, according to guidelines released Tuesday by the nation's third-largest school district.	[[0.152,0.648,0.17,0.021,0.009]]	[0.152,0.648,0.17,0.021,0.009]	negative
692	A federal court ordered a Virginia school district on Thursday to let a transgender student use the same bathrooms as other boys in a case that may be headed to the U.S. Supreme Court.	[[0.148,0.625,0.195,0.022,0.011]]	[0.148,0.625,0.195,0.022,0.011]	negative
693	Civil liberties groups called it a clear statement that discrimination against the transgender population in the federal workplace would not be accepted.	[[0.125,0.582,0.226,0.048,0.019]]	[0.125,0.582,0.226,0.048,0.019]	negative
694	The U.S. Justice Department filed a lawsuit on Monday against Southeastern Oklahoma State University, alleging the school discriminated against a transgender assistant professor.	[[0.231,0.641,0.115,0.006,0.006]]	[0.231,0.641,0.115,0.006,0.006]	negative
695	Gay, transgender and other groups blocked from participating in a high-level U.N. meeting on AIDS represent the populations most affected by the disease and should take center-stage at the event, advocates said Tuesday.	[[0.197,0.648,0.128,0.016,0.012]]	[0.197,0.648,0.128,0.016,0.012]	negative
696	Though awareness of the nation’s transgender population has grown, medical networks are still scrambling to catch up with that group’s highly specialized needs.	[[0.103,0.541,0.234,0.095,0.027]]	[0.103,0.541,0.234,0.095,0.027]	negative
697	A Tennessee bill allowing counselors to cite religious beliefs for refusing service to patients is headed to the governor, one of a raft of state measures that critics say discriminates against lesbians, gays, bisexuals and transgender individuals.	[[0.331,0.547,0.087,0.016,0.019]]	[0.331,0.547,0.087,0.016,0.019]	negative
698	They became an important public record of transgender life.	[[0.02,0.085,0.31,0.505,0.079]]	[0.02,0.085,0.31,0.505,0.079]	positive
699	Despite a large and vibrant community of gay, lesbian and transgender people in Atlanta, Georgia and its largest city are far from approving anything close to New York’s law.	[[0.045,0.528,0.358,0.06,0.008]]	[0.045,0.528,0.358,0.06,0.008]	negative
700	South Dakota's governor vetoed a bill that would have made the state the first in the U.S. to approve a law requiring transgender students to use bathrooms and locker rooms that match their sex at birth.	[[0.162,0.596,0.193,0.033,0.016]]	[0.162,0.596,0.193,0.033,0.016]	negative
701	A new musical based on “Southern Comfort,” Kate Davis’s award-winning documentary about transgender friends in rural Georgia will be presented by CAP21 Theater Company in Manhattan this fall.	[[0.029,0.142,0.249,0.508,0.073]]	[0.029,0.142,0.249,0.508,0.073]	positive
702	South Carolina lawmakers have introduced a measure that would require transgender people to use public bathrooms matching their sex at birth, disregarding a growing outcry for a repeal of a similar provision enacted last month in North Carolina.	[[0.199,0.614,0.123,0.04,0.024]]	[0.199,0.614,0.123,0.04,0.024]	negative
703	Going door to door, a Los Angeles-based activist group tries to reduce prejudice against transgender people.	[[0.075,0.632,0.279,0.011,0.004]]	[0.075,0.632,0.279,0.011,0.004]	negative
704	Despite bipartisan support, a special session of the legislature did not reach a deal to repeal a law limiting legal protections for lesbian, gay, bisexual and transgender people.	[[0.095,0.683,0.205,0.013,0.004]]	[0.095,0.683,0.205,0.013,0.004]	negative
705	A 17-year-old transgender student who advocated for lesbian, gay, bisexual and transgender rights at a suburban Wichita high school was named king of a winter ball after receiving the most votes from his fellow students.	[[0.127,0.634,0.209,0.019,0.011]]	[0.127,0.634,0.209,0.019,0.011]	negative
706	A federal judge has declined to dismiss a transgender student's lawsuit against a Wisconsin school district over its bathroom-use rules.	[[0.151,0.546,0.225,0.055,0.023]]	[0.151,0.546,0.225,0.055,0.023]	negative
707	An Iowa church has asked a federal judge to stop the Iowa Civil Rights Commission from applying portions of a state policy that the church says could force it to abide by transgender bathroom rules and muzzle ministers who may want to preach against transgender or gay individuals.	[[0.234,0.584,0.129,0.035,0.018]]	[0.234,0.584,0.129,0.035,0.018]	negative
708	Anxiety is high among many transgender Americans after the sweeping Republican election victory.	[[0.021,0.066,0.235,0.544,0.134]]	[0.021,0.066,0.235,0.544,0.134]	positive
709	A Massachusetts wedding for the executive director of Keshet, a Boston organization that works for lesbian, gay, bisexual and transgender equality, and the senior communications associate of American Jewish World Service, an international relief organization in New York.	[[0.095,0.232,0.207,0.31,0.156]]	[0.095,0.232,0.207,0.31,0.156]	positive
710	Brazilian transgender and transsexual civil servants will now be able to use their chosen names while on the job.	[[0.055,0.277,0.309,0.295,0.065]]	[0.055,0.277,0.309,0.295,0.065]	neutral
711	The government is appealing a federal judge's decision to temporarily block an Obama administration directive on bathroom rights for transgender students in public schools nationwide.	[[0.03,0.115,0.266,0.506,0.083]]	[0.03,0.115,0.266,0.506,0.083]	positive
712	A Southern California barbershop has agreed to settle a lawsuit brought against the business by a transgender man who said he was denied service and told "we don't cut women's hair," local media reported on Friday.	[[0.034,0.137,0.281,0.463,0.085]]	[0.034,0.137,0.281,0.463,0.085]	positive
713	Wellesley College is joining a growing list of women's colleges that accept transgender students.	[[0.126,0.487,0.194,0.138,0.055]]	[0.126,0.487,0.194,0.138,0.055]	negative
714	A U.S. Marine charged with murder testified in court Monday that he choked a Filipino unconscious during a fight that started when he discovered that she was a transgender woman in a Philippine motel but stressed that he didn't kill her, his lawyer said.	[[0.061,0.433,0.302,0.174,0.03]]	[0.061,0.433,0.302,0.174,0.03]	negative
715	Robin Roberts said Friday that "it hurts my soul" that someone might not be welcome in Mississippi because of a law saying religious groups and some private businesses can cite moral beliefs to deny services to lesbian, gay, bisexual or transgender people.	[[0.591,0.308,0.086,0.004,0.011]]	[0.591,0.308,0.086,0.004,0.011]	very negative
716	A transgender woman whose brother is an National Basketball Association player has been found slain in a Baltimore alley, police said on Thursday.	[[0.098,0.638,0.229,0.026,0.01]]	[0.098,0.638,0.229,0.026,0.01]	negative
717	Groups working to battle AIDS in sub-Saharan Africa and the Caribbean are the first winners of grants established by singer Elton John to end discrimination and violence against lesbian, gay, bisexual and transgender (LGBT) people, the singer said.	[[0.154,0.648,0.17,0.019,0.009]]	[0.154,0.648,0.17,0.019,0.009]	negative
718	The annual cabaret show at the Vivian Beaumont Theater, which benefits<b> Broadway Cares/Equity Fights AIDS</b> and <b>The Lesbian, Gay, Bisexual and Transgender Community Center</b>, features Broadway stars singing songs originally written for the opposite gender, with often hilarious results.	[[0.059,0.186,0.339,0.337,0.078]]	[0.059,0.186,0.339,0.337,0.078]	neutral
719	Following is the third and final set of responses from Kai Wright, the author of ''Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York'' (Beacon Press, January 2008), who is responding to readers' questions about gay youth in New York City, the challenges they face and the future lesbian, gay, bisexual and transgender community they are creating.We are no longer accepting questions for this feature.	[[0.264,0.556,0.157,0.013,0.011]]	[0.264,0.556,0.157,0.013,0.011]	negative
720	Los Angeles County Sheriff's investigators will present evidence pointing to a misdemeanor manslaughter charge against transgender reality TV star Caitlyn Jenner in connection with a fatal Malibu car crash earlier this year, the Los Angeles Times reported on Thursday.	[[0.316,0.472,0.166,0.027,0.02]]	[0.316,0.472,0.166,0.027,0.02]	negative
721	Houston Mayor Annise Parker has rallied supporters of a defeated ordinance that would have established nondiscrimination protections for gay and transgender people in the city, telling them the fight isn't over.	[[0.382,0.463,0.13,0.008,0.016]]	[0.382,0.463,0.13,0.008,0.016]	negative
722	California paroled a transgender inmate on Wednesday, one day before a federal appeals court was to hear her request for the state prison system to pay for her sex reassignment surgery.	[[0.142,0.33,0.126,0.254,0.149]]	[0.142,0.33,0.126,0.254,0.149]	negative
723	A federal appeals court on Friday upheld a judge's ruling granting a taxpayer-funded sex change operation for a transgender inmate serving a life sentence for a murder conviction, saying receiving medically necessary treatment is a constitutional right that must be protected "even if that treatment strikes some as odd or unorthodox."	[[0.084,0.316,0.28,0.255,0.065]]	[0.084,0.316,0.28,0.255,0.065]	negative
724	Hundreds of supporters of lesbian, gay bisexual and transgender rights protested Sunday against a new Mississippi law they call discriminatory, saying they're not giving up their fight.	[[0.169,0.615,0.19,0.015,0.011]]	[0.169,0.615,0.19,0.015,0.011]	negative
725	Shouts of "Shame, shame, shame," erupted in the U.S. House of Representatives on Thursday as Republican lawmakers narrowly defeated legislation to protect the civil rights of lesbian, gay, bisexual and transgender employees of government contractors.	[[0.5,0.37,0.107,0.008,0.014]]	[0.5,0.37,0.107,0.008,0.014]	very negative
726	Bruce Springsteen, Pearl Jam, Ringo Starr and other artists plan to skip North Carolina performances as part of a musicians' boycott over a new law that limits protections to lesbian, gay, bisexual and transgender people, but several stars at Sunday's American Country Countdown Awards said they plan to stand by their fans.	[[0.406,0.486,0.093,0.005,0.01]]	[0.406,0.486,0.093,0.005,0.01]	negative
727	The New York Police Department codified rules in 2012 for interacting with transgender people, but advocates and those affected say harassment is still commonplace.	[[0.067,0.411,0.404,0.098,0.02]]	[0.067,0.411,0.404,0.098,0.02]	negative
728	Georgia's top education official said Friday that state school districts don't have to comply with the Obama administration's recent guidance that transgender students at public schools be allowed to use bathrooms and locker rooms consistent with their gender identity.	[[0.178,0.492,0.226,0.075,0.029]]	[0.178,0.492,0.226,0.075,0.029]	negative
729	The mother of a 16-year-old transgender boy who killed himself at a Maine juvenile detention facility is calling for more mental health resources for young people behind bars.	[[0.123,0.605,0.202,0.054,0.016]]	[0.123,0.605,0.202,0.054,0.016]	negative
730	The Georgia Senate gave decisive approval Thursday to a contentious "religious freedom" bill &#8212; one of a wave of measures surfacing in at least a dozen states that critics say could provide legal cover for discrimination against gays and transgender people.	[[0.155,0.691,0.133,0.013,0.008]]	[0.155,0.691,0.133,0.013,0.008]	negative
731	A U.S. Marine charged with murdering a transgender Filipino after allegedly discovering her gender when they checked into a hotel went on trial in a Philippine court Monday.	[[0.069,0.381,0.345,0.168,0.038]]	[0.069,0.381,0.345,0.168,0.038]	negative
732	The Los Angeles Dodgers will host their first lesbian, gay, bisexual and transgender night on Sept. 27.	[[0.059,0.356,0.358,0.194,0.032]]	[0.059,0.356,0.358,0.194,0.032]	neutral
733	A team of experts has reported that about 1.4 million adults in the U.S. identify as transgender, double the estimate from a decade ago.	[[0.076,0.346,0.258,0.261,0.06]]	[0.076,0.346,0.258,0.261,0.06]	negative
734	LGBT advocacy groups unveiled a national television ad on Monday that will run during the Republican National Convention to educate viewers about discrimination against transgender people.	[[0.138,0.614,0.193,0.037,0.017]]	[0.138,0.614,0.193,0.037,0.017]	negative
735	But not before he had become, as one gay rights media advocacy group put it, "the world's most well-known transgender person."	[[0.033,0.221,0.364,0.347,0.036]]	[0.033,0.221,0.364,0.347,0.036]	neutral
736	Women's colleges are revisiting policies around enrolling transgender students as institutions of higher learning &#8212; single-sex, coed and those with religious affiliations &#8212; demonstrate varying degrees of acceptance for changing norms.	[[0.151,0.686,0.133,0.023,0.008]]	[0.151,0.686,0.133,0.023,0.008]	negative
737	A Virginia school board will ask the full 4th U.S. Circuit Court of Appeals to review the court's ruling that a high school discriminated against a transgender teen by forbidding him from using the boys' restroom.	[[0.146,0.596,0.208,0.034,0.015]]	[0.146,0.596,0.208,0.034,0.015]	negative
738	A bill that would require transgender students to use bathrooms that match their sex at birth is gaining momentum in the Tennessee legislature after passing in a House subcommittee.	[[0.212,0.596,0.154,0.022,0.015]]	[0.212,0.596,0.154,0.022,0.015]	negative
739	A study conducted by the RAND Corporation and commissioned by Defense Secretary Ashton B. Carter found that a very small portion of service members are transgender and allowing them to serve openly in the military would cost little and have largely no impact on readiness.	[[0.304,0.521,0.136,0.021,0.018]]	[0.304,0.521,0.136,0.021,0.018]	negative
740	She's also the mother of two gay sons and one of the faces in a new advertising campaign aimed at softening religious opposition in the Deep South to equal rights for people who are lesbian, gay, bisexual or transgender.	[[0.031,0.131,0.376,0.398,0.063]]	[0.031,0.131,0.376,0.398,0.063]	positive
741	Advocates for a transgender soldier imprisoned for sending classified information to an anti-secrecy website presented more than 115,000 petition signatures to the Army's chief Wednesday protesting new charges Chelsea Manning faces related to her recent suicide attempt.	[[0.365,0.483,0.134,0.007,0.01]]	[0.365,0.483,0.134,0.007,0.01]	negative
742	Houston city attorneys have withdrawn subpoenas that sought speeches and other information from five pastors who publicly opposed an ordinance banning discrimination of gay and transgender residents, the mayor said Wednesday.	[[0.161,0.684,0.13,0.015,0.01]]	[0.161,0.684,0.13,0.015,0.01]	negative
743	The chief minister of the Indian beach state of Goa on Tuesday slammed plans by his youth affairs minister to set up treatment centers for young lesbians, gays, bisexuals and transgender people(LGBT), a move that had enraged activists.	[[0.214,0.605,0.161,0.012,0.009]]	[0.214,0.605,0.161,0.012,0.009]	negative
744	Following is the second set of responses from Kai Wright, the author of "Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York" (Beacon Press, January 2008), who is responding to readers' questions about gay youth in New York City, the challenges they face and the future lesbian, gay, bisexual and transgender community they are creating.	[[0.232,0.56,0.173,0.021,0.015]]	[0.232,0.56,0.173,0.021,0.015]	negative
745	Legislation outlawing discrimination against transgender people advanced in the Democratic-led legislature in the liberal state of Massachusetts on Thursday at the same time conservative states have put in place laws restricting transgender rights.	[[0.229,0.607,0.142,0.012,0.011]]	[0.229,0.607,0.142,0.012,0.011]	negative
746	The U.S. government on Monday found that a Chicago suburban high school district discriminated against a transgender student and gave the school a month to provide full access to girls' locker rooms or lose federal funding.	[[0.087,0.53,0.286,0.079,0.018]]	[0.087,0.53,0.286,0.079,0.018]	negative
747	L.P.G.A. players have voted to eliminate the tour’s requirement that players be “female at birth” and to allow transgender athletes to compete.	[[0.075,0.435,0.348,0.114,0.028]]	[0.075,0.435,0.348,0.114,0.028]	negative
748	Attorneys representing a transgender prison inmate want a judge to stand by his order that California officials must immediately provide the inmate with sex reassignment surgery that they say is urgent and critical to her health.	[[0.12,0.632,0.216,0.022,0.01]]	[0.12,0.632,0.216,0.022,0.01]	negative
749	A student who came out as "non-binary" in an emotional address to Barack Obama about transgender issues is being praised by the president for her bravery.	[[0.077,0.562,0.3,0.049,0.012]]	[0.077,0.562,0.3,0.049,0.012]	negative
750	But what about transgender actors?	[[0.002,0.024,0.942,0.03,0.001]]	[0.002,0.024,0.942,0.03,0.001]	neutral
751	The death of a troubled transgender teenager who begged people to fix society before she stepped in front of a tractor-trailer on a highway has been deemed a suicide, and the investigation into it has been closed, the State Highway Patrol said.	[[0.274,0.588,0.122,0.006,0.01]]	[0.274,0.588,0.122,0.006,0.01]	negative
752	A suburban Chicago school district said on Thursday it reached a deal with the U.S. government over locker room access for a transgender student, but the civil rights group representing the student said the agreement fell short of its hopes.	[[0.401,0.448,0.131,0.01,0.01]]	[0.401,0.448,0.131,0.01,0.01]	negative
753	Indiana Gov. Mike Pence said Tuesday he would prioritize religious freedom in the debate over civil rights protections for gay and transgender people, showing no retreat from his stance during last spring's national uproar over the state's religious objections law.	[[0.358,0.515,0.107,0.008,0.013]]	[0.358,0.515,0.107,0.008,0.013]	negative
754	The playwrights MJ Kaufman, Basil Kreimendahl and Jess Barbagallo discuss attitudes toward transgender artists, and their own recent works.	[[0.235,0.589,0.129,0.027,0.02]]	[0.235,0.589,0.129,0.027,0.02]	negative
755	Conservatives called the Obama administration’s directive on school bathrooms an illegal overreach, while advocates for transgender rights hailed it as a breakthrough.	[[0.142,0.536,0.22,0.069,0.032]]	[0.142,0.536,0.22,0.069,0.032]	negative
756	The artist and photographer Sara Davidmann shares pictures from her upcoming book, which honors her transgender uncle.	[[0.027,0.234,0.616,0.113,0.01]]	[0.027,0.234,0.616,0.113,0.01]	neutral
757	In clashes over which restrooms and locker rooms transgender students should use, the U.S. Department of Education has warned public schools that a 1970s sex discrimination law makes it illegal to deny them access to the facilities of their choice.	[[0.218,0.556,0.201,0.016,0.009]]	[0.218,0.556,0.201,0.016,0.009]	negative
758	Advancements include Medicare covering gender reassignment surgery, an evaluation of the military&#8217;s senseless ban on transgender service and Maryland&#8217;s law extending civil rights protections.	[[0.154,0.576,0.226,0.029,0.015]]	[0.154,0.576,0.226,0.029,0.015]	negative
759	Rights activists called on Thursday for the immediate release of a transgender women allegedly raped by her cellmate at an Arizona immigrant detention center, accusing authorities of refusing to provide for her safety.	[[0.199,0.657,0.123,0.012,0.01]]	[0.199,0.657,0.123,0.012,0.01]	negative
760	The American Civil Liberties Union and gay-rights groups are lobbying President Barack Obama to commute the prison sentence of a transgender soldier who leaked classified government and military documents.	[[0.223,0.621,0.122,0.019,0.015]]	[0.223,0.621,0.122,0.019,0.015]	negative
761	Following is the second set of responses from Dr. Laura Erickson-Schroth, who is working on "Trans Bodies, Trans Selves," a resource guide for transgender and other gender-variant people, covering health, legal issues, cultural and social questions, history and theory.	[[0.163,0.554,0.212,0.047,0.024]]	[0.163,0.554,0.212,0.047,0.024]	negative
762	In his first public account, Lance Cpl. Joseph Scott Pemberton said that he choked a transgender woman but didn’t say he killed her, the prosecutor in the case said.	[[0.106,0.784,0.085,0.02,0.005]]	[0.106,0.784,0.085,0.02,0.005]	negative
763	The Philippines on Tuesday rejected an appeal by a U.S. Marine that it drop a murder case against him in the death of a transgender Filipino woman last year.	[[0.265,0.601,0.097,0.019,0.018]]	[0.265,0.601,0.097,0.019,0.018]	negative
764	Texas said it was among 11 states filing suit against the Obama administration’s mandate to allow transgender students to use whatever bathroom they identify with.	[[0.055,0.396,0.422,0.109,0.019]]	[0.055,0.396,0.422,0.109,0.019]	neutral
765	While the whole country is talking about the North Carolina law that limits protections for gay, lesbian, bisexual and transgender people, a new survey shows one group that largely refuses to discuss it: the lawmakers who passed it.	[[0.105,0.603,0.241,0.042,0.009]]	[0.105,0.603,0.241,0.042,0.009]	negative
766	The reality series follows Bruce Jenner’s transgender journey to become Caitlyn Jenner.	[[0.111,0.636,0.211,0.032,0.01]]	[0.111,0.636,0.211,0.032,0.01]	negative
767	Transgender and transsexual women and men and their supporters gathered outside Tribeca Cinemas Tuesday evening to demand the removal of what they called a transphobic film from the Tribeca Film Festival lineup.	[[0.106,0.639,0.213,0.031,0.012]]	[0.106,0.639,0.213,0.031,0.012]	negative
768	A Virginia school board urged the U.S. Supreme Court on Monday to weigh in on whether a transgender male must be allowed to use the boys bathroom at his high school, framing it as an issue of national importance.	[[0.229,0.61,0.142,0.01,0.009]]	[0.229,0.61,0.142,0.01,0.009]	negative
769	MWW said it would acquire and absorb the Macias Media Group in Los Angeles, which focuses on lesbian, gay, bisexual and transgender consumers.	[[0.082,0.421,0.327,0.133,0.036]]	[0.082,0.421,0.327,0.133,0.036]	negative
770	Both men work in organizations that help the lesbian, gay, bisexual and transgender community.	[[0.038,0.285,0.491,0.164,0.021]]	[0.038,0.285,0.491,0.164,0.021]	neutral
771	A bill that would require transgender students to use bathrooms that match their sex at birth failed in Tennessee on Tuesday.	[[0.331,0.508,0.136,0.011,0.013]]	[0.331,0.508,0.136,0.011,0.013]	negative
772	A transgender prison inmate who complained about losing her breast tissue and growing facial hair after her hormone treatments were stopped must receive the treatments for the rest of her time behind bars, a federal judge ruled Friday.	[[0.148,0.641,0.139,0.05,0.022]]	[0.148,0.641,0.139,0.05,0.022]	negative
773	Transgender people born in New York state, with the exception of New York City, will no longer have to prove that they have had sex-reassignment surgery to change the sex marked on their birth certificate, Governor Andrew Cuomo's office said on Thursday.	[[0.054,0.388,0.31,0.209,0.039]]	[0.054,0.388,0.31,0.209,0.039]	negative
774	Some N.Y.U. students have complained to the university's Lesbian, Gay, Bisexual, Transgender and Queer Student Center, said John Beckman, a university spokesman.	[[0.283,0.553,0.139,0.014,0.011]]	[0.283,0.553,0.139,0.014,0.011]	negative
775	A transgender teenager said in a lawsuit Thursday that he has been stigmatized by a policy that bars him from using the boys' restrooms at his eastern Virginia high school.	[[0.148,0.623,0.191,0.026,0.012]]	[0.148,0.623,0.191,0.026,0.012]	negative
776	Transgender inmates in Georgia will be eligible to receive hormone therapy treatments while in prison, Georgia corrections officials said on Friday as they contend with a lawsuit filed by a transgender prisoner denied hormones.	[[0.115,0.599,0.216,0.051,0.019]]	[0.115,0.599,0.216,0.051,0.019]	negative
777	Alicia Vikander won the best supporting actress Oscar on Sunday for her role as the wife of a transgender artist in "The Danish Girl."	[[0.026,0.041,0.121,0.385,0.428]]	[0.026,0.041,0.121,0.385,0.428]	very positive
778	This week Dr. Laura Erickson-Schroth, who is currently working on ''Trans Bodies, Trans Selves,'' a resource guide for transgender and other gender-variant people, is responding to readers' questions about transgender life.	[[0.295,0.588,0.097,0.011,0.01]]	[0.295,0.588,0.097,0.011,0.01]	negative
779	Hours after a suburban Chicago school district approved a settlement with the U.S. Department of Education that allowed a transgender student to use a girls' locker room, district and federal officials were at odds over what the agreement meant.	[[0.311,0.518,0.144,0.015,0.012]]	[0.311,0.518,0.144,0.015,0.012]	negative
780	Louisiana's attorney general said he got legal clearance on Monday to keep blocking a measure protecting gay and transgender workers in the state, one of a growing list of disputes over LGBT rights heating up across the south.	[[0.153,0.606,0.199,0.029,0.013]]	[0.153,0.606,0.199,0.029,0.013]	negative
781	Kansas will no longer ban discrimination against gays, lesbians, bisexuals and the transgendered in hiring and employment in much of state government because of an action announced Tuesday by Republican Gov. Sam Brownback.	[[0.269,0.539,0.161,0.017,0.013]]	[0.269,0.539,0.161,0.017,0.013]	negative
782	A Virginia school board says it will ask the U.S. Supreme Court to review a lower court decision allowing a transgender student to use the boys restrooms at his school.	[[0.117,0.594,0.243,0.033,0.013]]	[0.117,0.594,0.243,0.033,0.013]	negative
783	Documentary subjects include a Haitian community that joins together to build a movie theater, a rock musician who decides to have transgender surgery and a motivational speaker privately battling bipolar disorder.	[[0.052,0.131,0.147,0.466,0.204]]	[0.052,0.131,0.147,0.466,0.204]	positive
784	“Tangerine,” a film about two transgender prostitutes, was shot entirely on an iPhone.	[[0.085,0.391,0.295,0.179,0.05]]	[0.085,0.391,0.295,0.179,0.05]	negative
785	In a study released on Wednesday, the Gay and Lesbian Alliance Against Defamation said that the number of gay, lesbian, bisexual and transgender characters on television had reached a new high in the new season.	[[0.112,0.737,0.114,0.029,0.007]]	[0.112,0.737,0.114,0.029,0.007]	negative
786	An article last Sunday about transgender actors in film misstated the decade that the transgender actress Laverne Cox began living as a woman.	[[0.09,0.433,0.259,0.17,0.048]]	[0.09,0.433,0.259,0.17,0.048]	negative
787	Homophobic mobs have repeatedly attacked lesbian, gay, bisexual and transgender (LGBT) people in Kenya but police are unwilling to even attempt to bring the perpetrators to justice, rights groups said on Monday.	[[0.186,0.586,0.202,0.017,0.01]]	[0.186,0.586,0.202,0.017,0.01]	negative
788	The events come during Lesbian, Gay, Bisexual and Transgender Pride Month.	[[0.153,0.604,0.169,0.051,0.023]]	[0.153,0.604,0.169,0.051,0.023]	negative
789	Massachusetts Governor Charlie Baker said on Tuesday he is ready to sign a transgender rights bill if it passes in its current form in the state House of Representatives amid an acrimonious debate across the United States about the issue.	[[0.164,0.596,0.188,0.035,0.017]]	[0.164,0.596,0.188,0.035,0.017]	negative
790	The United States and Chile are putting the spotlight on "the barbaric treatment" of lesbians, gays, bisexuals and transgender people by the Islamic State extremist group.	[[0.091,0.514,0.289,0.083,0.022]]	[0.091,0.514,0.289,0.083,0.022]	negative
791	For some transgender people, a name change is a rite of passage that’s worth celebrating.	[[0.009,0.022,0.053,0.742,0.175]]	[0.009,0.022,0.053,0.742,0.175]	positive
792	The exhibition by this South African photographer presents 87 works about the experiences and struggles of black lesbian, gay, bisexual and transgender people.	[[0.041,0.159,0.24,0.457,0.103]]	[0.041,0.159,0.24,0.457,0.103]	positive
793	Accused of being out of touch on social issues, Republicans face a question of gay rights at the federal level with the vote Monday to outlaw workplace discrimination against gay men, lesbians and transgender people.	[[0.165,0.591,0.195,0.032,0.017]]	[0.165,0.591,0.195,0.032,0.017]	negative
794	As lawmakers across the United States battle over whether to allow transgender Americans to use public restrooms that match their gender identities, universities are scrambling to ensure that dorms meet federal standards.	[[0.105,0.618,0.202,0.059,0.016]]	[0.105,0.618,0.202,0.059,0.016]	negative
795	The U.S. Supreme Court on Friday agreed for the first time to rule on transgender rights in a case in which a Virginia public school district is fighting to prevent a female-born transgender high school student from using the boys' bathroom.	[[0.126,0.625,0.194,0.04,0.016]]	[0.126,0.625,0.194,0.04,0.016]	negative
796	Caitlyn Jenner is ready for her close-up with the launch of her reality show on Sunday but Americans may not be as eager to welcome the former Olympic champion as a transgender woman onto their televisions, cereal boxes and billboards.	[[0.142,0.604,0.204,0.034,0.017]]	[0.142,0.604,0.204,0.034,0.017]	negative
797	and transgender issues.	[[0.004,0.031,0.903,0.059,0.003]]	[0.004,0.031,0.903,0.059,0.003]	neutral
798	Harlem United, a community group, writes that health policies are beginning to reflect the medical and behavioral needs of transgender communities.	[[0.127,0.456,0.268,0.11,0.039]]	[0.127,0.456,0.268,0.11,0.039]	negative
799	The largest-ever survey of transgender Americans paints a grim picture of pervasive discrimination and harassment, to the point that many of them attempt suicide at some point.	[[0.146,0.592,0.174,0.059,0.029]]	[0.146,0.592,0.174,0.059,0.029]	negative
800	And while radio stations there are playing the song, they have been garbling a lyric that says, "No matter gay, straight or bi, lesbian, transgendered life, I'm on the right track, baby," for fear that it violates Malaysian indecency laws.	[[0.269,0.64,0.058,0.022,0.01]]	[0.269,0.64,0.058,0.022,0.01]	negative
801	Ms. Pejic, the first transgender model profiled in Vogue, also says she likes to step outside her “personal bubble” and catch up on current events.	[[0.108,0.211,0.11,0.359,0.211]]	[0.108,0.211,0.11,0.359,0.211]	positive
802	Harvard University's largest academic division is allowing students register for the new academic year as male, female or transgender and choose which gendered or genderless pronouns they prefer, school officials said Thursday.	[[0.19,0.609,0.166,0.022,0.013]]	[0.19,0.609,0.166,0.022,0.013]	negative
803	The South Dakota House on Thursday failed to override Gov. Dennis Daugaard’s veto of a bill requiring transgender students to use bathrooms and locker rooms corresponding with their birth gender.	[[0.279,0.591,0.108,0.011,0.011]]	[0.279,0.591,0.108,0.011,0.011]	negative
804	A Washington museum will exhibit a sculpture that uses the blood of nine gay, bisexual and transgender men to protest the federal ban on blood donations from men who have sex with other men.	[[0.096,0.345,0.233,0.249,0.078]]	[0.096,0.345,0.233,0.249,0.078]	negative
805	The White House is preparing an executive order offering transgender federal workers formal protection from discrimination at work, President Barack Obama announced Monday.	[[0.308,0.526,0.141,0.013,0.012]]	[0.308,0.526,0.141,0.013,0.012]	negative
806	Addressing members of the Human Rights Campaign on Saturday, Hillary Rodham Clinton and Joseph R. Biden emphasized rights for transgender people, saying they should be allowed to serve in the military.	[[0.201,0.662,0.12,0.01,0.007]]	[0.201,0.662,0.12,0.01,0.007]	negative
807	Much of the debate was centered on the military's posture toward transgendered people and also on whether academic credit would be granted to ROTC courses.	[[0.018,0.149,0.469,0.346,0.019]]	[0.018,0.149,0.469,0.346,0.019]	neutral
808	Immigration Equality and the Legal Aid Society discuss the plight of transgender people.	[[0.09,0.569,0.253,0.068,0.02]]	[0.09,0.569,0.253,0.068,0.02]	negative
809	Percentage of racial and ethnic groups that said they were lesbian, gay, bisexual or transgender.	[[0.142,0.657,0.183,0.011,0.007]]	[0.142,0.657,0.183,0.011,0.007]	negative
810	A North Carolina law limiting bathroom access for transgender people could be repealed this week after months of protests and economic boycotts over legislation decried as discriminatory.	[[0.205,0.616,0.14,0.023,0.016]]	[0.205,0.616,0.14,0.023,0.016]	negative
811	Reality star Caitlyn Jenner's offer to be a "trans ambassador" to U.S. Republican presidential hopeful Ted Cruz drew criticism on Friday from some members of the LGBT community, but major transgender rights organizations stayed out of the fray.	[[0.316,0.529,0.116,0.017,0.021]]	[0.316,0.529,0.116,0.017,0.021]	negative
812	When Thomas Lewis told his South Dakota high school last year that he is transgender, teachers called him by his new name and used male pronouns when addressing him.	[[0.039,0.449,0.448,0.057,0.007]]	[0.039,0.449,0.448,0.057,0.007]	negative
813	After a year of numerous same-sex marriage victories, gay pride parades and celebrations attracted millions of gay, lesbian, bisexual and transgender people and their supporters.	[[0.1,0.688,0.146,0.053,0.013]]	[0.1,0.688,0.146,0.053,0.013]	negative
