id	context	predictions	aggregatedPredictions	category
239	In mostly conservative and religious Lubbock, the lesbian, gay, bisexual and transgender community is gradually growing comfortable with stepping out at an annual festival.	[[0.083,0.601,0.182,0.116,0.018]]	[0.083,0.601,0.182,0.116,0.018]	negative
240	The Malaysian broadcaster AMP Radio Networks told The A.P. that those lyrics "may be considered as offensive when viewed against Malaysia's social and religious observances," adding that being gay or bisexual is "still considered as a 'taboo' by general Malaysians."	[[0.225,0.554,0.186,0.019,0.016]]	[0.225,0.554,0.186,0.019,0.016]	negative
241	A move by the International Olympic Committee to toughen its stance against discrimination was hailed as a victory for the rights of homosexuals, lesbians and bisexuals, rights groups said on Monday.	[[0.155,0.665,0.157,0.014,0.008]]	[0.155,0.665,0.157,0.014,0.008]	negative
242	The U.N. Security Council on Monday condemned the mass shooting at a Florida gay nightclub as the United States urged dozens of United Nations member states to drop their opposition to lesbian, gay, bisexual and transgender (LGBT) equality.	[[0.336,0.527,0.122,0.006,0.009]]	[0.336,0.527,0.122,0.006,0.009]	negative
243	The Human Rights Campaign, a national organization that promotes equal rights for gay, lesbian, bisexual and transgender people, has persuaded Mr. Blankfein to be its first national corporate spokesman for same-sex marriage, an issue that will come up for a legislative vote in several states this year, including Washington and Maryland.	[[0.366,0.413,0.108,0.052,0.061]]	[0.366,0.413,0.108,0.052,0.061]	negative
244	A bill that would allow mental health counselors to turn patients away based on the counselors' religious beliefs and personal principles has passed in the House in Tennessee, the latest state to introduce measures that opponents say legalize discrimination against gays, bisexuals and transgender people.	[[0.212,0.585,0.161,0.026,0.016]]	[0.212,0.585,0.161,0.026,0.016]	negative
245	John Irving’s new novel has a bisexual narrator and a decades-long story.	[[0.008,0.038,0.417,0.501,0.037]]	[0.008,0.038,0.417,0.501,0.037]	positive
246	Los Angeles tops the list of U.S. cities most friendly to lesbians, gays, bisexuals and transgender people, according to a newly compiled "Queer Index" released on Wednesday by an online news site.	[[0.288,0.624,0.078,0.005,0.005]]	[0.288,0.624,0.078,0.005,0.005]	negative
247	From the street worked by a medieval transgender prostitute to a pond used by gay men to bathe nude, a map showing sites of historical significance to the lesbian, gay, bisexual and transgender (LGBT) community in England was launched on Tuesday.	[[0.16,0.605,0.211,0.015,0.009]]	[0.16,0.605,0.211,0.015,0.009]	negative
248	The British government is advising lesbian, gay, bisexual and transgender citizens to pay special attention when traveling to North Carolina and Mississippi.	[[0.115,0.75,0.121,0.01,0.004]]	[0.115,0.75,0.121,0.01,0.004]	negative
249	The league’s move came as a reaction to state legislation perceived as being hostile to gay, lesbian, bisexual and transgender people.	[[0.079,0.582,0.278,0.05,0.01]]	[0.079,0.582,0.278,0.05,0.01]	negative
250	U.S. spy agencies will publicly celebrate their lesbian, gay, bisexual and transgender employees and encourage new LGBT recruits at the South by Southwest festival in Austin, Texas next week, the office of the Director of National Intelligence  (ODNI) said on Friday.	[[0.186,0.638,0.147,0.016,0.012]]	[0.186,0.638,0.147,0.016,0.012]	negative
251	Broadway Backwards, an annual benefit for Broadway Cares/Equity Fights AIDS and the Lesbian, Gay, Bisexual & Transgender Community Center, re-interprets the songs of musical theater by featuring women singing songs originally written for men and men singing songs written for women.	[[0.34,0.496,0.122,0.021,0.021]]	[0.34,0.496,0.122,0.021,0.021]	negative
252	A geriatrician reflects on the challenges facing the aging generation of gay, lesbian, bisexual and transgender people who are often more isolated than their heterosexual peers.	[[0.156,0.487,0.236,0.084,0.037]]	[0.156,0.487,0.236,0.084,0.037]	negative
253	Brittney Griner recorded a video for It Gets Better, a project that inspires lesbian, gay, bisexual and transgender youth with positive messages.	[[0.075,0.172,0.146,0.399,0.208]]	[0.075,0.172,0.146,0.399,0.208]	positive
254	President Donald Trump on Tuesday said he won't roll back federal workplace protections for gay, lesbian, bisexual, transgender and queer people, giving a rare nod of approval to President Barack Obama's work on the issue.	[[0.222,0.528,0.138,0.066,0.047]]	[0.222,0.528,0.138,0.066,0.047]	negative
255	The White House said Monday that President Trump would leave in place a 2014 order that created new protections for gay, lesbian, bisexual and transgender people.	[[0.172,0.705,0.103,0.013,0.006]]	[0.172,0.705,0.103,0.013,0.006]	negative
256	Both partners have been involved in organizations helping gay, lesbian, bisexual and transgender people.	[[0.074,0.492,0.354,0.065,0.015]]	[0.074,0.492,0.354,0.065,0.015]	negative
257	The Latest on reaction to a North Carolina law that overturned Charlotte's bid to extend anti-discrimination protections to lesbian, gay, bisexual and transgender residents ordinance and stops other local governments from passing similar regulations.	[[0.156,0.589,0.217,0.027,0.011]]	[0.156,0.589,0.217,0.027,0.011]	negative
258	Medical school curricula in the United States and Canada devote an average of only five hours to the specific health care issues faced by lesbian, gay, bisexual and transgender patients, a survey shows.	[[0.151,0.666,0.151,0.022,0.01]]	[0.151,0.666,0.151,0.022,0.01]	negative
259	Federal health officials are recommending an end to the nation's lifetime ban on blood donations from gay and bisexual men, a 31-year-old policy that many medical groups and gay activists say is no longer justified.	[[0.183,0.637,0.151,0.018,0.011]]	[0.183,0.637,0.151,0.018,0.011]	negative
260	The social media giant has been working with lesbian, gay, bisexual and transgender rights groups to expand the choices beyond male and female.	[[0.119,0.676,0.16,0.035,0.01]]	[0.119,0.676,0.16,0.035,0.01]	negative
261	A federal judge has ordered the United States military to stop enforcing the "don't ask, don't tell" law that prohibits openly gay and bisexual soldiers from serving, as reported by John Schwartz in The New York Times.	[[0.173,0.547,0.184,0.064,0.032]]	[0.173,0.547,0.184,0.064,0.032]	negative
262	Gay and bisexual kids are more likely to be bullied as they're growing up &#8212; even at an early age, according to the first large U.S. study to look at the problem.	[[0.096,0.61,0.247,0.036,0.01]]	[0.096,0.61,0.247,0.036,0.01]	negative
263	Yet one vestige of an earlier, more wary era remains firmly in place: the 30-year-old nationwide ban on blood donations by gay and bisexual men.	[[0.144,0.669,0.161,0.016,0.009]]	[0.144,0.669,0.161,0.016,0.009]	negative
264	Providence police are introducing additional training to help officers interact with the lesbian, gay, bisexual and transgender community.	[[0.118,0.634,0.216,0.023,0.01]]	[0.118,0.634,0.216,0.023,0.01]	negative
265	The announcement by the Olympic diver Tom Daley that he was dating a man but that he still liked women raised questions about the meaning of bisexuality.	[[0.051,0.377,0.379,0.168,0.025]]	[0.051,0.377,0.379,0.168,0.025]	neutral
266	The beautiful Marianne Morris and stunning Playboy centerfold Anulka star as bisexual seductresses who roam the English countryside with an insatiable	[[0.02,0.048,0.134,0.546,0.251]]	[0.02,0.048,0.134,0.546,0.251]	positive
267	Britain's domestic spy service, MI5, was named on Tuesday as the best employer for lesbian, gay, bisexual and transgender (LGBT) people in a nationwide workplace equality index, followed by Lloyds Banking Group and the National Assembly for Wales.	[[0.216,0.483,0.221,0.052,0.028]]	[0.216,0.483,0.221,0.052,0.028]	negative
268	Cyprus's first Gay Pride march on Saturday will highlight the lack of legal rights for lesbian, gay, bisexual and transgender (LGBT) citizens 16 years after homosexuality was decriminalized.	[[0.192,0.631,0.15,0.017,0.01]]	[0.192,0.631,0.15,0.017,0.01]	negative
269	Hundreds of lesbians, gays, bisexuals and transvestites paraded through Nepal's capital Sunday to demand that rights for sexual minorities be included in the country's new constitution that is being finalized.	[[0.174,0.64,0.154,0.019,0.013]]	[0.174,0.64,0.154,0.019,0.013]	negative
270	A wedding at the Lesbian, Gay, Bisexual & Transgender Community Center in Manhattan.	[[0.007,0.017,0.062,0.746,0.167]]	[0.007,0.017,0.062,0.746,0.167]	positive
271	And on Wednesday, he spoke at a lesbian, gay, bisexual and transgender conference called ''Out on the Street,'' explaining the company's support for gay rights.	[[0.118,0.732,0.117,0.025,0.007]]	[0.118,0.732,0.117,0.025,0.007]	negative
272	Amid a surge of public opinion in favor of gay rights in the U.S., the WNBA is launching a campaign to market the league to the LGBT community, becoming the first pro sports league to specifically recruit gay, lesbian, bisexual and transgender fans to its games.	[[0.084,0.6,0.243,0.06,0.013]]	[0.084,0.6,0.243,0.06,0.013]	negative
273	In lieu of flowers donations may be made to SAGE, Services & Advocacy for Gay, Lesbian, Bisexual & Transgender Elders, at <a href="http://sageusa.org/donate" target="_new">sageusa.org/donate</a>.	[[0.13,0.613,0.209,0.038,0.011]]	[0.13,0.613,0.209,0.038,0.011]	negative
274	Donald Trump's victory in the U.S. presidential election this week has left many lesbian, gay, bisexual and transgender (LGBT) advocates fearing a backlash against their community.	[[0.295,0.525,0.159,0.01,0.011]]	[0.295,0.525,0.159,0.01,0.011]	negative
275	The oral histories of 13 pioneers in New York’s lesbian, gay, bisexual and transgender communities will be archived in the New York Public Library system.	[[0.078,0.501,0.308,0.095,0.017]]	[0.078,0.501,0.308,0.095,0.017]	negative
276	A founder of an organization that helps gay, lesbian, bisexual and transgender service members and veterans marries a choir director.	[[0.169,0.568,0.193,0.048,0.022]]	[0.169,0.568,0.193,0.048,0.022]	negative
277	Organizers read the names of the Orlando gay nightclub shooting and held a moment of silence Saturday during Cincinnati's parade and festival events celebrating Gay, Lesbian, Bisexual and Transgender Pride Month.	[[0.137,0.564,0.229,0.048,0.022]]	[0.137,0.564,0.229,0.048,0.022]	negative
278	Shows like "Transparent," "Doubt" and "Queen Sugar" have helped boost the number of lesbian, gay, bisexual and transgender characters on U.S. television to a record high, a report from the advocacy group GLAAD said on Thursday.	[[0.196,0.622,0.134,0.029,0.02]]	[0.196,0.622,0.134,0.029,0.02]	negative
279	Oregon Secretary of State Kate Brown, set to become the nation's first openly bisexual governor on Wednesday, is an under-the-radar liberal Democrat known for her struggles to expand voting and her push for greater campaign finance transparency.	[[0.301,0.563,0.072,0.029,0.035]]	[0.301,0.563,0.072,0.029,0.035]	negative
280	Images from films included in NewFest: The New York Lesbian, Gay, Bisexual & Transgender Film Festival, which runs July 24-29.	[[0.13,0.363,0.184,0.216,0.107]]	[0.13,0.363,0.184,0.216,0.107]	negative
281	The number of murders of lesbian, gay, bisexual, transgender and queer people jumped 20 percent in the United States last year, activists said on Monday, releasing their findings a day after a mass shooting at a Florida gay nightclub left 49 people dead.	[[0.447,0.427,0.109,0.006,0.011]]	[0.447,0.427,0.109,0.006,0.011]	very negative
282	The prospects for the vodka boycott’s succeeding are slim, and the potential for it to backfire on gay, lesbian, bisexual and transgender Russians is high.	[[0.217,0.577,0.125,0.043,0.038]]	[0.217,0.577,0.125,0.043,0.038]	negative
283	A growing number of U.S. universities are seeking religious exemptions from civil rights laws barring discrimination against lesbian, gay, bisexual and transgender (LGBT) students, according to a report by LGBT advocacy group Human Rights Campaign.	[[0.122,0.541,0.239,0.081,0.017]]	[0.122,0.541,0.239,0.081,0.017]	negative
284	Following is the third and final set of responses from Kai Wright, the author of "Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York" (Beacon Press, January 2008), who is responding to readers' questions about gay youth in New York City, the challenges they face and the future lesbian, gay, bisexual and transgender community they are creating.	[[0.224,0.565,0.176,0.02,0.014]]	[0.224,0.565,0.176,0.02,0.014]	negative
285	U.N. Secretary-General Ban Ki-moon called on Uganda on Tuesday to repeal a law imposing harsh penalties for homosexuality, warning it could fuel prejudice and encourage harassment and violence against lesbian, gay, bisexual and transgender people.	[[0.511,0.361,0.11,0.006,0.013]]	[0.511,0.361,0.11,0.006,0.013]	very negative
286	Most younger Americans are in favour of federal laws to protect lesbian, gay, bisexual and transgender (LGBT) people from discrimination, paving the way for social change, according to a poll by a thinktank.	[[0.121,0.666,0.199,0.009,0.004]]	[0.121,0.666,0.199,0.009,0.004]	negative
287	Ten percent of adults in the District of Columbia identify as lesbian, gay, bisexual or transgender, nearly three times the national average.	[[0.248,0.575,0.158,0.01,0.009]]	[0.248,0.575,0.158,0.01,0.009]	negative
288	A look ahead at NewFest, the New York Lesbian, Gay, Bisexual, and Transgender Film Festival.	[[0.031,0.082,0.089,0.643,0.156]]	[0.031,0.082,0.089,0.643,0.156]	positive
289	Oregon is on track to be the first state to hire a coordinator to help lesbian, gay, bisexual and transgender veterans upgrade a less-than-honorable discharge received because of their sexual orientation.	[[0.111,0.519,0.282,0.065,0.024]]	[0.111,0.519,0.282,0.065,0.024]	negative
290	U.S. President Barack Obama said on Fridays laws recently passed in two U.S. states seen as restricting lesbian, gay, bisexual and transgender rights are wrong, and sought to assure Britons that they would be received warmly if they visited the states.	[[0.226,0.563,0.177,0.02,0.014]]	[0.226,0.563,0.177,0.02,0.014]	negative
291	U.S. health regulators are under increasing pressure to remove restrictions keeping most gay and bisexual men from donating blood, but experts say any change would require years of research to guarantee the safety of the blood supply.	[[0.138,0.53,0.275,0.041,0.016]]	[0.138,0.53,0.275,0.041,0.016]	negative
292	The Arkansas attorney general said on Wednesday her office will appeal a judge's decision that upheld a city of Fayetteville ordinance forbidding discrimination against members of the gay, lesbian, bisexual and transgender (LGBT) community.	[[0.059,0.337,0.313,0.247,0.044]]	[0.059,0.337,0.313,0.247,0.044]	negative
293	Teenagers who are gay or bisexual are treated worse by school and legal authorities, researchers say.	[[0.211,0.596,0.174,0.011,0.008]]	[0.211,0.596,0.174,0.011,0.008]	negative
294	A group of parents, teachers and former friends of the dead students say that at least four of them were gay or bisexual and had struggled with harassment.	[[0.09,0.609,0.253,0.037,0.011]]	[0.09,0.609,0.253,0.037,0.011]	negative
295	MJ's passion and dedication were the heart of the lesbian, gay, bisexual, and transgender community and helped make the Pride Agenda what it is today.	[[0.048,0.125,0.133,0.509,0.185]]	[0.048,0.125,0.133,0.509,0.185]	positive
296	Sixty U.S. cities earned perfect scores on a nationwide ranking of protections for LGBTQ (lesbian, gay, bisexual, transgender, queer) people, despite an array of anti-gay efforts by state governments, the Human Rights Campaign said on Monday.	[[0.144,0.641,0.162,0.033,0.02]]	[0.144,0.641,0.162,0.033,0.02]	negative
297	U.S. streaming services such as Netflix and Hulu are leading the way with depictions of lesbian, gay, bisexual and transgender people on television, most notably with transgender characters, and are far outpacing network and cable television, according to a GLAAD report.	[[0.542,0.354,0.087,0.005,0.012]]	[0.542,0.354,0.087,0.005,0.012]	very negative
298	The eight previous hosts for this quadrennial affair have been gay-friendly cities where those who identify themselves as lesbian, gay, bisexual or transgendered feel comfortable.	[[0.141,0.622,0.199,0.026,0.011]]	[0.141,0.622,0.199,0.026,0.011]	negative
299	President Barack Obama is set to declare the first national monument recognizing the contributions of the U.S. gay, lesbian, bisexual and transgender community, the Washington Post said on Tuesday.	[[0.178,0.618,0.162,0.027,0.016]]	[0.178,0.618,0.162,0.027,0.016]	negative
300	Secretary-General Ban Ki-moon has responded to the call to "go purple" on Spirit Day to show solidarity with lesbian, gay, bisexual and transgender youths who face bullying and discrimination.	[[0.225,0.586,0.14,0.029,0.021]]	[0.225,0.586,0.14,0.029,0.021]	negative
301	David France , who co-wrote and directed the documentary, said, “We’d like it to be an extended story that’s not just about AIDS and what AIDS wrought, but about this tremendous civil rights movement that grew from the ashes of AIDS and the dawn of the lesbian, gay, bisexual and transgender movement.”	[[0.119,0.645,0.21,0.02,0.006]]	[0.119,0.645,0.21,0.02,0.006]	negative
302	In a recent national survey, people of color were more likely than whites to identify themselves as lesbian, gay, bisexual or transgender.	[[0.095,0.656,0.203,0.039,0.007]]	[0.095,0.656,0.203,0.039,0.007]	negative
303	Lesbian, gay, bisexual and transgender Ugandans use it to refer to themselves; it is not derogatory slang for ''homosexual.''	[[0.249,0.721,0.026,0.002,0.002]]	[0.249,0.721,0.026,0.002,0.002]	negative
304	At a local shooting range, the 23-year-old president of the Salt Lake City chapter of Pink Pistols, a national lesbian, gay, bisexual and transgender gun club, helps a tattooed member improve his marksmanship.	[[0.119,0.62,0.213,0.037,0.011]]	[0.119,0.62,0.213,0.037,0.011]	negative
