id	context	predictions	aggregatedPredictions	category
416	Utah state child welfare officials on Wednesday were reviewing a ruling by a juvenile court judge who ordered a baby to be taken from lesbian foster parents and instead placed with a heterosexual couple for the child's well-being.	[[0.18,0.63,0.168,0.014,0.008]]	[0.18,0.63,0.168,0.014,0.008]	negative
417	Da hopes Be, her handsome butch lesbian next-door neighbor, can provide her with information for her story.	[[0.241,0.595,0.08,0.042,0.041]]	[0.241,0.595,0.08,0.042,0.041]	negative
418	The United States turned to cultural diplomacy on Tuesday to push gay rights at the United Nations by taking 15 U.N. ambassadors, including those from Russia, Gabon and Namibia, to see an award-winning lesbian musical on Broadway.	[[0.121,0.457,0.214,0.154,0.054]]	[0.121,0.457,0.214,0.154,0.054]	negative
419	This week, Sweden is a lesbian truck driver named Hanna.	[[0.099,0.69,0.193,0.014,0.005]]	[0.099,0.69,0.193,0.014,0.005]	negative
420	Ten percent of adults in the District of Columbia identify as lesbian, gay, bisexual or transgender, nearly three times the national average.	[[0.248,0.575,0.158,0.01,0.009]]	[0.248,0.575,0.158,0.01,0.009]	negative
421	A Utah judge who sparked an outcry when ordered a foster child to be taken from the home of her married lesbian foster parents removed himself from the case on Monday.	[[0.046,0.357,0.381,0.192,0.024]]	[0.046,0.357,0.381,0.192,0.024]	neutral
422	South Africa has one of the world’s highest rates of sexual assault, and particularly insidious is “corrective rape” — the rape of gay men and lesbians to “cure” them of their sexual orientation.	[[0.075,0.342,0.297,0.236,0.051]]	[0.075,0.342,0.297,0.236,0.051]	negative
423	The Arkansas attorney general said on Wednesday her office will appeal a judge's decision that upheld a city of Fayetteville ordinance forbidding discrimination against members of the gay, lesbian, bisexual and transgender (LGBT) community.	[[0.059,0.337,0.313,0.247,0.044]]	[0.059,0.337,0.313,0.247,0.044]	negative
424	The eight previous hosts for this quadrennial affair have been gay-friendly cities where those who identify themselves as lesbian, gay, bisexual or transgendered feel comfortable.	[[0.141,0.622,0.199,0.026,0.011]]	[0.141,0.622,0.199,0.026,0.011]	negative
425	The Air Force said it had not made a decision on whether to try to keep a lesbian flight nurse from being reinstated while it appeals a judge’s ruling to reinstate her.	[[0.132,0.584,0.202,0.06,0.022]]	[0.132,0.584,0.202,0.06,0.022]	negative
426	As the stars of Todd Haynes' '50s lesbian romance "Carol," they've been at the very center of Cannes both because "Carol" epitomizes the positive female focus of this year's festival and because few films have been more lauded here.	[[0.004,0.006,0.017,0.768,0.205]]	[0.004,0.006,0.017,0.768,0.205]	positive
427	Secretary-General Ban Ki-moon has responded to the call to "go purple" on Spirit Day to show solidarity with lesbian, gay, bisexual and transgender youths who face bullying and discrimination.	[[0.225,0.586,0.14,0.029,0.021]]	[0.225,0.586,0.14,0.029,0.021]	negative
428	Hundreds of people calling for Indiana to add protections for gays and lesbians to the state's civil-rights laws marched through downtown Indianapolis Saturday, attracting the attention basketball fans attending the NCAA Final Four, some of whom offered the protesters cheers of support.	[[0.185,0.417,0.227,0.116,0.055]]	[0.185,0.417,0.227,0.116,0.055]	negative
429	The Alabama Supreme Court says it does not have to recognize a lesbian woman's adoptions of her ex-partner's children that were granted in Georgia.	[[0.095,0.6,0.256,0.038,0.011]]	[0.095,0.6,0.256,0.038,0.011]	negative
430	A lesbian teacher challenging her firing by a Roman Catholic school in Ohio will not get her job back as part of a settlement reached with the Diocese of Columbus.	[[0.163,0.613,0.159,0.043,0.022]]	[0.163,0.613,0.159,0.043,0.022]	negative
431	Indonesia said on Thursday there was "no room" for the lesbian, gay, bisexual and transgender movement in the country, after Human Rights Watch criticised the government for failing to protect the group that has come under unprecedented attack.	[[0.234,0.509,0.2,0.037,0.021]]	[0.234,0.509,0.2,0.037,0.021]	negative
432	– SCREEN DAILY<br />Celebrated Argentine director Lucia Puenzo (XXY) returns with this gripping tale of forbidden lesbian romance and a crime heist gone wrong.	[[0.174,0.648,0.116,0.041,0.021]]	[0.174,0.648,0.116,0.041,0.021]	negative
433	A lesbian prostitute and her heterosexual mentor in sex work experience comic adventures around New York in &#8220;The Foxy Merkins,&#8221; which has the tone of an absurdist buddy comedy.	[[0.302,0.571,0.073,0.021,0.033]]	[0.302,0.571,0.073,0.021,0.033]	negative
434	The policy was signed into law in 1993 as a compromise that would allow gay and lesbian soldiers to serve in the military.	[[0.101,0.683,0.186,0.023,0.007]]	[0.101,0.683,0.186,0.023,0.007]	negative
435	Hundreds of photographs, papers and historical objects documenting the history of gay, lesbian, bisexual and transgender people are being added to the Smithsonian Institution's collection Tuesday, including items from the popular TV show "Will and Grace."	[[0.21,0.578,0.181,0.018,0.014]]	[0.21,0.578,0.181,0.018,0.014]	negative
436	Here are some book suggestions for parents, kids and teens on the lesbian, gay, bisexual, transgender or questioning gender experience.	[[0.11,0.6,0.263,0.021,0.006]]	[0.11,0.6,0.263,0.021,0.006]	negative
437	Ilene Chaiken, the creator of Showtime’s long-running lesbian series “The L Word,” moves into the reality TV realm for “The Real L Word.”	[[0.097,0.47,0.318,0.088,0.028]]	[0.097,0.47,0.318,0.088,0.028]	negative
438	While politicians and judges in Utah tangle over whether same-sex marriage should be legal, filmmakers at the state's famous Sundance Film Festival found inspiration in the growing equality for the lesbian, gay, bisexual and transgender community.	[[0.102,0.474,0.283,0.118,0.023]]	[0.102,0.474,0.283,0.118,0.023]	negative
439	A federal judge in Washington State ruled that a nurse discharged because she was a lesbian should be reinstated.	[[0.153,0.547,0.165,0.092,0.043]]	[0.153,0.547,0.165,0.092,0.043]	negative
440	Gay and lesbian couples clamored to be among the first in Oregon to exchange wedding vows on Monday after a federal judge struck down a state ban on same-sex marriage, sparking a day of celebration amid flowers, cakes and honking car horns.	[[0.227,0.624,0.124,0.013,0.012]]	[0.227,0.624,0.124,0.013,0.012]	negative
441	After decades of resistance, the oil behemoth is taking carefully considered steps to support gay, lesbian, bisexual and transgender employees.	[[0.153,0.701,0.114,0.022,0.009]]	[0.153,0.701,0.114,0.022,0.009]	negative
442	Predicting a crowd of more than 100,000, some 300 liberal groups -- including the N.A.A.C.P., the A.F.L.-C.I.O., the National Council of La Raza and the National Gay and Lesbian Task Force -- are sponsoring a march on Saturday in the hope of transforming the national conversation so it focuses less on the Tea Party.	[[0.235,0.601,0.128,0.021,0.015]]	[0.235,0.601,0.128,0.021,0.015]	negative
443	Two-time Oscar winner Cate Blanchett brought her latest film, the 1950s lesbian romance "Carol," to Tokyo.	[[0.013,0.033,0.094,0.657,0.203]]	[0.013,0.033,0.094,0.657,0.203]	positive
444	Joey Mogul, a Chicago lawyer, has turned her attention to the plight of gay men, lesbians, bisexuals and transgender people in the criminal justice system.	[[0.201,0.432,0.179,0.111,0.076]]	[0.201,0.432,0.179,0.111,0.076]	negative
445	Russell Simmons and Ricky Martin were honored at the 22nd annual Glaad Media Awards presented by the Gay and Lesbian Alliance Against Defamation.	[[0.144,0.602,0.204,0.035,0.015]]	[0.144,0.602,0.204,0.035,0.015]	negative
446	A new burial area for lesbians only is being inaugurated this weekend in a two-century-old cemetery in the German capital.	[[0.136,0.607,0.227,0.019,0.01]]	[0.136,0.607,0.227,0.019,0.01]	negative
447	A Tennessee bill allowing counselors to cite religious beliefs for refusing service to patients is headed to the governor, one of a raft of state measures that critics say discriminates against lesbians, gays, bisexuals and transgender individuals.	[[0.331,0.547,0.087,0.016,0.019]]	[0.331,0.547,0.087,0.016,0.019]	negative
448	Despite a large and vibrant community of gay, lesbian and transgender people in Atlanta, Georgia and its largest city are far from approving anything close to New York’s law.	[[0.045,0.528,0.358,0.06,0.008]]	[0.045,0.528,0.358,0.06,0.008]	negative
449	When Angeline Jackson and a friend were ambushed at gunpoint and sexually assaulted on a wooded trail outside the Jamaican capital, police initially seemed less concerned about the attack than the fact she is a lesbian.	[[0.076,0.581,0.312,0.024,0.007]]	[0.076,0.581,0.312,0.024,0.007]	negative
450	Despite bipartisan support, a special session of the legislature did not reach a deal to repeal a law limiting legal protections for lesbian, gay, bisexual and transgender people.	[[0.095,0.683,0.205,0.013,0.004]]	[0.095,0.683,0.205,0.013,0.004]	negative
451	A 17-year-old transgender student who advocated for lesbian, gay, bisexual and transgender rights at a suburban Wichita high school was named king of a winter ball after receiving the most votes from his fellow students.	[[0.127,0.634,0.209,0.019,0.011]]	[0.127,0.634,0.209,0.019,0.011]	negative
452	A narrowly divided Mississippi Supreme Court voted to allow a lesbian couple to seek a divorce, even as two justices questioned the U.S. Supreme Court ruling legalizing same-sex marriage and suggested that landmark ruling has no constitutional basis.	[[0.391,0.451,0.132,0.011,0.015]]	[0.391,0.451,0.132,0.011,0.015]	negative
453	Readers respond to article about an effort to stop bulling of gay and lesbian students.	[[0.081,0.52,0.34,0.044,0.014]]	[0.081,0.52,0.34,0.044,0.014]	negative
454	A Massachusetts wedding for the executive director of Keshet, a Boston organization that works for lesbian, gay, bisexual and transgender equality, and the senior communications associate of American Jewish World Service, an international relief organization in New York.	[[0.095,0.232,0.207,0.31,0.156]]	[0.095,0.232,0.207,0.31,0.156]	positive
455	Joy Behar and Cynthia Nixon were among the honorees at the Gay and Lesbian Alliance Against Defamation’s media awards.	[[0.128,0.567,0.205,0.07,0.03]]	[0.128,0.567,0.205,0.07,0.03]	negative
456	Robin Roberts said Friday that "it hurts my soul" that someone might not be welcome in Mississippi because of a law saying religious groups and some private businesses can cite moral beliefs to deny services to lesbian, gay, bisexual or transgender people.	[[0.591,0.308,0.086,0.004,0.011]]	[0.591,0.308,0.086,0.004,0.011]	very negative
457	Many gays and lesbians flinch at the word homosexual.	[[0.059,0.414,0.362,0.139,0.026]]	[0.059,0.414,0.362,0.139,0.026]	negative
458	Gay and lesbian couples were getting legally married in the South for the first time on Monday after the U.S. Supreme Court cleared the way by denying efforts by Virginia and other states to ban such weddings.	[[0.179,0.62,0.179,0.014,0.008]]	[0.179,0.62,0.179,0.014,0.008]	negative
459	Groups working to battle AIDS in sub-Saharan Africa and the Caribbean are the first winners of grants established by singer Elton John to end discrimination and violence against lesbian, gay, bisexual and transgender (LGBT) people, the singer said.	[[0.154,0.648,0.17,0.019,0.009]]	[0.154,0.648,0.17,0.019,0.009]	negative
460	The annual cabaret show at the Vivian Beaumont Theater, which benefits<b> Broadway Cares/Equity Fights AIDS</b> and <b>The Lesbian, Gay, Bisexual and Transgender Community Center</b>, features Broadway stars singing songs originally written for the opposite gender, with often hilarious results.	[[0.059,0.186,0.339,0.337,0.078]]	[0.059,0.186,0.339,0.337,0.078]	neutral
461	Following is the third and final set of responses from Kai Wright, the author of ''Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York'' (Beacon Press, January 2008), who is responding to readers' questions about gay youth in New York City, the challenges they face and the future lesbian, gay, bisexual and transgender community they are creating.We are no longer accepting questions for this feature.	[[0.264,0.556,0.157,0.013,0.011]]	[0.264,0.556,0.157,0.013,0.011]	negative
462	Ms. Hammond was on the front lines of the feminist and lesbian art movement in New York in the early 1970s.	[[0.022,0.206,0.639,0.123,0.01]]	[0.022,0.206,0.639,0.123,0.01]	neutral
463	Tens of thousands of people demonstrated Saturday in nearly 100 cities across Italy to urge the government to permit gay and lesbian couples to have civil unions and legally recognized families.	[[0.429,0.43,0.058,0.03,0.052]]	[0.429,0.43,0.058,0.03,0.052]	negative
464	In this update of Edmond Rostand’s 19th-century tale, Cyrano becomes Cy, a lesbian Army veteran.	[[0.198,0.627,0.155,0.014,0.006]]	[0.198,0.627,0.155,0.014,0.006]	negative
465	A new establishment, owned by two reality TV stars, is decidedly not your mother’s lesbian bar.	[[0.114,0.432,0.281,0.127,0.046]]	[0.114,0.432,0.281,0.127,0.046]	negative
466	Hundreds of supporters of lesbian, gay bisexual and transgender rights protested Sunday against a new Mississippi law they call discriminatory, saying they're not giving up their fight.	[[0.169,0.615,0.19,0.015,0.011]]	[0.169,0.615,0.19,0.015,0.011]	negative
467	Todd Haynes' 1950s lesbian romance "Carol," with Cate Blanchett and Rooney Mara, had the Cannes Film Festival swooning after its premiere.	[[0.188,0.644,0.114,0.033,0.021]]	[0.188,0.644,0.114,0.033,0.021]	negative
468	Shouts of "Shame, shame, shame," erupted in the U.S. House of Representatives on Thursday as Republican lawmakers narrowly defeated legislation to protect the civil rights of lesbian, gay, bisexual and transgender employees of government contractors.	[[0.5,0.37,0.107,0.008,0.014]]	[0.5,0.37,0.107,0.008,0.014]	very negative
469	Bruce Springsteen, Pearl Jam, Ringo Starr and other artists plan to skip North Carolina performances as part of a musicians' boycott over a new law that limits protections to lesbian, gay, bisexual and transgender people, but several stars at Sunday's American Country Countdown Awards said they plan to stand by their fans.	[[0.406,0.486,0.093,0.005,0.01]]	[0.406,0.486,0.093,0.005,0.01]	negative
470	Based on the classic lesbian play, Last Summer at Bluefish Cove, the gorgeous drama, Liz in September stars Latina lesbian supermodel Patricia Velasquez and is brought to the screen by esteemed Caméra d'Or winning director Fina Torres (Woman on Top,	[[0.037,0.068,0.068,0.555,0.272]]	[0.037,0.068,0.068,0.555,0.272]	positive
471	The Los Angeles Dodgers will host their first lesbian, gay, bisexual and transgender night on Sept. 27.	[[0.059,0.356,0.358,0.194,0.032]]	[0.059,0.356,0.358,0.194,0.032]	neutral
472	In addition to Stonewall, Paula held key posts at Lambda Legal, National Center for Lesbian Rights, Empire State Pride Agenda, the National Gay and Lesbian Task Force and the International Gay and Lesbian Human Rights Commission.	[[0.169,0.56,0.198,0.052,0.021]]	[0.169,0.56,0.198,0.052,0.021]	negative
473	She's also the mother of two gay sons and one of the faces in a new advertising campaign aimed at softening religious opposition in the Deep South to equal rights for people who are lesbian, gay, bisexual or transgender.	[[0.031,0.131,0.376,0.398,0.063]]	[0.031,0.131,0.376,0.398,0.063]	positive
474	NBC is assuring its gay and lesbian employees who may cover the Winter Olympics in Sochi that it will do everything possible to keep them safe following Russia's passage of anti-gay law.	[[0.15,0.573,0.221,0.038,0.018]]	[0.15,0.573,0.221,0.038,0.018]	negative
475	The chief minister of the Indian beach state of Goa on Tuesday slammed plans by his youth affairs minister to set up treatment centers for young lesbians, gays, bisexuals and transgender people(LGBT), a move that had enraged activists.	[[0.214,0.605,0.161,0.012,0.009]]	[0.214,0.605,0.161,0.012,0.009]	negative
476	Following is the second set of responses from Kai Wright, the author of "Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York" (Beacon Press, January 2008), who is responding to readers' questions about gay youth in New York City, the challenges they face and the future lesbian, gay, bisexual and transgender community they are creating.	[[0.232,0.56,0.173,0.021,0.015]]	[0.232,0.56,0.173,0.021,0.015]	negative
477	But did you also know that the phrase "lipstick lesbian" originated at Peanuts, a "femme" bar on Santa Monica Boulevard?	[[0.12,0.623,0.229,0.02,0.008]]	[0.12,0.623,0.229,0.02,0.008]	negative
478	Indiana must list both spouses in lesbian marriages as parents on their children's birth certificates, a federal judge ruled Thursday, saying the state must end what she called a "discriminatory" practice of listing only the birth mother.	[[0.29,0.592,0.091,0.013,0.014]]	[0.29,0.592,0.091,0.013,0.014]	negative
479	Images from documentary photographer Vincent Cianni, who is releasing his new book about the struggles of gay and lesbian service members.	[[0.059,0.357,0.396,0.157,0.03]]	[0.059,0.357,0.396,0.157,0.03]	neutral
480	“Standing on Ceremony: The Gay Marriage Plays” is a collection of monologues and short plays that celebrate the recent advances in winning marital rights for gay and lesbian couples.	[[0.115,0.619,0.166,0.079,0.021]]	[0.115,0.619,0.166,0.079,0.021]	negative
481	The N.A.A.C.P., the Gay and Lesbian Alliance Against Defamation and the National Education Association have issued statements in support of AT&T's proposed $39 billion acquisition of T-Mobile.	[[0.227,0.603,0.119,0.029,0.022]]	[0.227,0.603,0.119,0.029,0.022]	negative
482	8:10 p.m. | Updated Tracy Morgan apologized on Friday for a standup performance he gave in Nashville last week, after it was widely condemned around the Web and by groups like the Gay and Lesbian Alliance Against Defamation when a man who attended the show said Mr. Morgan had made anti-gay remarks.	[[0.432,0.516,0.042,0.003,0.007]]	[0.432,0.516,0.042,0.003,0.007]	negative
483	The reaction was swift when Lavender Magazine, a biweekly for Minneapolis's gay and lesbian community, reported in its current issue that an outspokenly anti-homosexual local pastor attended a support group for people who want to remain chaste despite same-sex attraction.	[[0.194,0.673,0.111,0.013,0.008]]	[0.194,0.673,0.111,0.013,0.008]	negative
484	Lesbian and gay couples were wed in Miami on Monday by the same judge who approved their marriage licenses, hours before Florida's coming-out party as the nation's 36th state where same-sex marriages are now legal statewide.	[[0.17,0.615,0.187,0.018,0.01]]	[0.17,0.615,0.187,0.018,0.01]	negative
485	While the whole country is talking about the North Carolina law that limits protections for gay, lesbian, bisexual and transgender people, a new survey shows one group that largely refuses to discuss it: the lawmakers who passed it.	[[0.105,0.603,0.241,0.042,0.009]]	[0.105,0.603,0.241,0.042,0.009]	negative
486	President Joyce Banda declared Friday that she wanted to repeal Malawi's laws against homosexual acts, going against a trend in Africa in which lesbians and gay men are being increasingly singled out for prosecution.	[[0.254,0.547,0.15,0.028,0.021]]	[0.254,0.547,0.15,0.028,0.021]	negative
487	Gay and lesbian couples across Illinois can be legally wed as the state becomes the latest in the nation to allow same-sex marriage.	[[0.131,0.638,0.176,0.039,0.015]]	[0.131,0.638,0.176,0.039,0.015]	negative
488	MWW said it would acquire and absorb the Macias Media Group in Los Angeles, which focuses on lesbian, gay, bisexual and transgender consumers.	[[0.082,0.421,0.327,0.133,0.036]]	[0.082,0.421,0.327,0.133,0.036]	negative
489	Both men work in organizations that help the lesbian, gay, bisexual and transgender community.	[[0.038,0.285,0.491,0.164,0.021]]	[0.038,0.285,0.491,0.164,0.021]	neutral
490	In South Africa, gay men and lesbians are attacked to “cure” them of their sexual orientation.	[[0.075,0.592,0.209,0.106,0.017]]	[0.075,0.592,0.209,0.106,0.017]	negative
491	The U.N. rights office urged Malawi on Friday to protect LGBTI people after it quoted a Malawian political party spokesman as saying gay and lesbian people were "worse than dogs" and should be killed.	[[0.236,0.64,0.11,0.008,0.006]]	[0.236,0.64,0.11,0.008,0.006]	negative
492	That Barb could become a lesbian Mormon minister?	[[0.04,0.411,0.494,0.046,0.009]]	[0.04,0.411,0.494,0.046,0.009]	neutral
493	Lesbian Austrian ski jumper and gay rights advocate Daniela Iraschko-Stolz says public reaction to a Russian law banning homosexual propaganda among minors had been exaggerated and that she wants to focus on sport at the Winter Olympic.	[[0.257,0.604,0.107,0.015,0.016]]	[0.257,0.604,0.107,0.015,0.016]	negative
494	Some N.Y.U. students have complained to the university's Lesbian, Gay, Bisexual, Transgender and Queer Student Center, said John Beckman, a university spokesman.	[[0.283,0.553,0.139,0.014,0.011]]	[0.283,0.553,0.139,0.014,0.011]	negative
495	In its omission of gays and lesbians, the Republican National Convention in Tampa was cowardly.	[[0.143,0.674,0.165,0.012,0.005]]	[0.143,0.674,0.165,0.012,0.005]	negative
496	Kansas will no longer ban discrimination against gays, lesbians, bisexuals and the transgendered in hiring and employment in much of state government because of an action announced Tuesday by Republican Gov. Sam Brownback.	[[0.269,0.539,0.161,0.017,0.013]]	[0.269,0.539,0.161,0.017,0.013]	negative
497	Two years after the repeal of “don’t ask, don’t tell,” support groups for gay men and lesbians are being formed at military bases around the country.	[[0.077,0.666,0.203,0.047,0.007]]	[0.077,0.666,0.203,0.047,0.007]	negative
498	In a study released on Wednesday, the Gay and Lesbian Alliance Against Defamation said that the number of gay, lesbian, bisexual and transgender characters on television had reached a new high in the new season.	[[0.112,0.737,0.114,0.029,0.007]]	[0.112,0.737,0.114,0.029,0.007]	negative
499	Google will raise the salaries of gay and lesbian employees whose partners receive domestic partner benefits, to compensate them for a tax they pay that heterosexual married couples do not.	[[0.109,0.439,0.279,0.129,0.045]]	[0.109,0.439,0.279,0.129,0.045]	negative
500	Wider acceptance of gays and lesbians has made the process of coming out less stigmatizing for many children, but it remains a difficult process.	[[0.171,0.595,0.209,0.016,0.009]]	[0.171,0.595,0.209,0.016,0.009]	negative
501	Homophobic mobs have repeatedly attacked lesbian, gay, bisexual and transgender (LGBT) people in Kenya but police are unwilling to even attempt to bring the perpetrators to justice, rights groups said on Monday.	[[0.186,0.586,0.202,0.017,0.01]]	[0.186,0.586,0.202,0.017,0.01]	negative
502	The events come during Lesbian, Gay, Bisexual and Transgender Pride Month.	[[0.153,0.604,0.169,0.051,0.023]]	[0.153,0.604,0.169,0.051,0.023]	negative
503	The United States and Chile are putting the spotlight on "the barbaric treatment" of lesbians, gays, bisexuals and transgender people by the Islamic State extremist group.	[[0.091,0.514,0.289,0.083,0.022]]	[0.091,0.514,0.289,0.083,0.022]	negative
504	Among Bob's notable achievements was his early leadership of the New York Ramblers soccer team, the first gay soccer club in the country, which now boasts over 150 members and which nurtured gay teams nationwide, helping to form IGLFA, the international federation of gay/lesbian soccer clubs with thousands of proud participants.	[[0.104,0.559,0.251,0.069,0.017]]	[0.104,0.559,0.251,0.069,0.017]	negative
505	Argentina's President Cristina Fernandez has agreed to be the godmother of a lesbian couple's baby in a Roman Catholic cathedral.	[[0.06,0.344,0.354,0.2,0.041]]	[0.06,0.344,0.354,0.2,0.041]	neutral
506	The exhibition by this South African photographer presents 87 works about the experiences and struggles of black lesbian, gay, bisexual and transgender people.	[[0.041,0.159,0.24,0.457,0.103]]	[0.041,0.159,0.24,0.457,0.103]	positive
507	Accused of being out of touch on social issues, Republicans face a question of gay rights at the federal level with the vote Monday to outlaw workplace discrimination against gay men, lesbians and transgender people.	[[0.165,0.591,0.195,0.032,0.017]]	[0.165,0.591,0.195,0.032,0.017]	negative
508	A prominent Chinese lesbian couple held a simple ceremony Thursday to announce their informal marriage, in their latest effort to push for the legalization of same-sex unions in China.	[[0.049,0.105,0.138,0.492,0.216]]	[0.049,0.105,0.138,0.492,0.216]	positive
509	In the season that starts in September, however, a gay character will join ''The Good Wife,'' a lesbian character will join ''Rules of Engagement'' and a gay character will appear in the new sitcom ''$#*!	[[0.188,0.566,0.223,0.016,0.006]]	[0.188,0.566,0.223,0.016,0.006]	negative
510	And while radio stations there are playing the song, they have been garbling a lyric that says, "No matter gay, straight or bi, lesbian, transgendered life, I'm on the right track, baby," for fear that it violates Malaysian indecency laws.	[[0.269,0.64,0.058,0.022,0.01]]	[0.269,0.64,0.058,0.022,0.01]	negative
511	Actress Ellen Page, who was nominated for an Oscar for her role in "Juno," came out as a lesbian on Friday at a Las Vegas conference for gay teens.	[[0.173,0.497,0.221,0.07,0.039]]	[0.173,0.497,0.221,0.07,0.039]	negative
512	Pope Francis met with a gay couple at the Vatican Embassy in Washington during the pontiff's visit to the United States last week in a quiet gesture to the gay and lesbian community.	[[0.172,0.643,0.145,0.024,0.016]]	[0.172,0.643,0.145,0.024,0.016]	negative
513	5:48 p.m. | Updated The DC Comics heroine Batwoman, originally introduced in 1954 and reintroduced in 2006 as a lesbian, has graduated to her own series, which will begin later this year.	[[0.479,0.424,0.072,0.009,0.016]]	[0.479,0.424,0.072,0.009,0.016]	very negative
514	Percentage of racial and ethnic groups that said they were lesbian, gay, bisexual or transgender.	[[0.142,0.657,0.183,0.011,0.007]]	[0.142,0.657,0.183,0.011,0.007]	negative
515	The prominent Chinese lesbian couple held a simple ceremony Thursday in their latest effort to push for legalization of same-sex unions in China.	[[0.019,0.069,0.272,0.551,0.089]]	[0.019,0.069,0.272,0.551,0.089]	positive
516	After a year of numerous same-sex marriage victories, gay pride parades and celebrations attracted millions of gay, lesbian, bisexual and transgender people and their supporters.	[[0.1,0.688,0.146,0.053,0.013]]	[0.1,0.688,0.146,0.053,0.013]	negative
517	Legislative leaders joined Gov. Mike Pence in saying they planned to amend the law to make it clear that it did not allow discrimination against gays and lesbians.	[[0.132,0.607,0.192,0.047,0.022]]	[0.132,0.607,0.192,0.047,0.022]	negative
518	An executive order protecting gay, lesbian, bisexual and transgender employees from discrimination by companies that do federal government work will not include an exemption sought by many religious groups.	[[0.168,0.628,0.171,0.022,0.011]]	[0.168,0.628,0.171,0.022,0.011]	negative
519	The president’s decision to stop defending the Defense of Marriage Act is a major advancement for protecting the rights of gay and lesbian Americans.	[[0.119,0.627,0.199,0.041,0.014]]	[0.119,0.627,0.199,0.041,0.014]	negative
520	The latest on the custody of a Utah baby who had been ordered taken from her lesbian foster parents (all times local):	[[0.009,0.113,0.819,0.055,0.003]]	[0.009,0.113,0.819,0.055,0.003]	neutral
521	The United States Department of State on Monday named its first-ever special envoy to advocate globally for the human rights of lesbian, gay, bisexual and transgender (LGBT) people.	[[0.131,0.638,0.201,0.021,0.01]]	[0.131,0.638,0.201,0.021,0.01]	negative
522	The battle over same-sex marriage continues, but for other causes supported by lesbian, gay, bisexual and transgender groups, 2011 has been a particularly good year.	[[0.097,0.456,0.324,0.095,0.029]]	[0.097,0.456,0.324,0.095,0.029]	negative
523	Ms. Johnston championed lesbian feminism and caused a scandal at a debate at Town Hall in Manhattan in 1971, when she and two women started hugging and kissing on stage.	[[0.284,0.655,0.05,0.006,0.006]]	[0.284,0.655,0.05,0.006,0.006]	negative
524	More Hollywood movies in 2014 featured one or more lesbian, gay, bisexual and transgender (LGBT) characters than in the previous year, but those roles were mostly minor and stereotypical, said researchers.	[[0.377,0.443,0.144,0.017,0.018]]	[0.377,0.443,0.144,0.017,0.018]	negative
525	A cover article this weekend about new directions in black cinema misstates the distribution plans for the movie ''Pariah,'' an independent film by the director Dee Rees about being a black lesbian.	[[0.162,0.666,0.14,0.02,0.012]]	[0.162,0.666,0.14,0.02,0.012]	negative
526	More than 100 U.S. lawmakers and lesbian, gay, bisexual and transgender rights groups on Thursday urged the Obama administration to stop trade talks with Brunei unless the country revokes Islamic criminal laws they say jeopardize human rights.	[[0.544,0.346,0.093,0.004,0.013]]	[0.544,0.346,0.093,0.004,0.013]	very negative
527	The White House has hired its first openly transgender staff member, officials said on Tuesday, marking the latest step in President Barack Obama's public support for lesbian, gay, bisexual and transgender rights.	[[0.187,0.627,0.159,0.017,0.01]]	[0.187,0.627,0.159,0.017,0.01]	negative
528	The Latest on a Charlotte proposal to expand protections for gay, lesbian and transgender people (all times local)	[[0.08,0.597,0.278,0.036,0.009]]	[0.08,0.597,0.278,0.036,0.009]	negative
529	Fred Phelps Sr. led his small Topeka church for more than two decades in a bellicose crusade against gays and lesbians, saying they were worthy of death and openly declaring &#8212; often at military funerals &#8212; that the U.S. was doomed because of its tolerance of homosexuality.	[[0.353,0.508,0.117,0.009,0.013]]	[0.353,0.508,0.117,0.009,0.013]	negative
530	Advocates said on Tuesday they were bracing for a Trump administration rollback of lesbian, gay, bisexual and transgender rights, despite a White House statement vowing to uphold protection for LGBT people in the workplace.U.S.	[[0.211,0.573,0.172,0.026,0.017]]	[0.211,0.573,0.172,0.026,0.017]	negative
531	Fran Drescher’s longtime — and since dissolved — marriage to her husband, who is gay, inspired her to become a minister so that she can legally join gay and lesbian couples in marriage.	[[0.26,0.617,0.083,0.019,0.02]]	[0.26,0.617,0.083,0.019,0.02]	negative
532	A court in Rome has allowed a lesbian couple to adopt each other's children, their lawyer said on Tuesday, less than a week after the Italian parliament threw out a bid to give gays limited adoption rights.	[[0.286,0.533,0.161,0.01,0.01]]	[0.286,0.533,0.161,0.01,0.01]	negative
533	Gay and lesbian couples in Idaho could start getting married as soon as Friday after a judge ruled the state's ban on same-sex marriage is unconstitutional.	[[0.151,0.656,0.163,0.02,0.01]]	[0.151,0.656,0.163,0.02,0.01]	negative
534	U.S. Attorney General Loretta Lynch has praised New York City students for standing up for issues affecting lesbian, gay, bisexual and transgender people.	[[0.24,0.579,0.15,0.017,0.014]]	[0.24,0.579,0.15,0.017,0.014]	negative
535	More than a dozen Democratic lawmakers are calling for repeal of an incoming Mississippi law that will let workers cite religious beliefs to deny services to gay, lesbian, bisexual and transgender people.	[[0.319,0.533,0.114,0.017,0.019]]	[0.319,0.533,0.114,0.017,0.019]	negative
